CustomerID,TotalOrders,TotalItems,TotalRevenue,AvgOrderValue,UniqueProducts,FavCategory,FirstPurchase,LastPurchase,CustomerLifeDays,AvgDaysBetweenOrders
10685,21,92,2896.8,137.94285714285715,21,Home Decor,2022-01-01,2023-11-20,688,32.76190476190476
10686,13,39,1305.8200000000002,100.44769230769232,13,Kitchen,2022-03-23,2023-10-25,581,44.69230769230769
10687,32,170,6905.3099999999995,215.79093749999998,30,Kitchen,2022-01-18,2023-12-26,707,22.09375
10688,29,122,3852.29,132.83758620689656,25,Home Decor,2022-01-10,2023-12-14,703,24.24137931034483
10689,21,102,4474.9,213.09047619047618,21,Home Decor,2022-01-25,2023-12-17,691,32.904761904761905
10690,27,117,4547.39,168.42185185185187,24,Electronics,2022-01-13,2023-11-07,663,24.555555555555557
10691,20,106,4069.04,203.452,20,Garden,2022-01-06,2023-12-31,724,36.2
10692,27,143,3711.8,137.47407407407408,25,Kitchen,2022-01-01,2023-12-02,700,25.925925925925927
10693,21,94,3014.27,143.53666666666666,19,Garden,2022-01-03,2023-12-05,701,33.38095238095238
10694,24,110,3309.47,137.89458333333332,23,Stationery,2022-02-06,2023-12-25,687,28.625
10695,25,101,2494.9700000000003,99.79880000000001,23,Electronics,2022-02-21,2023-12-30,677,27.08
10696,17,73,1794.48,105.55764705882353,16,Stationery,2022-01-05,2023-09-08,611,35.94117647058823
10697,27,122,4286.18,158.74740740740742,27,Kitchen,2022-01-14,2023-12-27,712,26.37037037037037
10698,25,114,4448.13,177.92520000000002,21,Beauty,2022-01-09,2023-12-17,707,28.28
10699,24,102,5011.37,208.80708333333334,23,Electronics,2022-03-20,2023-12-03,623,25.958333333333332
10700,24,96,3510.93,146.28875,23,Clothing,2022-01-15,2023-12-05,689,28.708333333333332
10701,31,142,4023.4,129.78709677419354,29,Home Decor,2022-01-01,2023-12-16,714,23.032258064516128
10702,21,111,4224.14,201.14952380952383,20,Electronics,2022-01-23,2023-12-23,699,33.285714285714285
10703,20,94,2783.7400000000002,139.187,16,Kitchen,2022-04-14,2023-11-29,594,29.7
10704,20,73,2580.48,129.024,18,Clothing,2022-01-14,2023-12-29,714,35.7
10705,30,149,5372.79,179.093,29,Beauty,2022-03-05,2023-12-08,643,21.433333333333334
10706,26,120,3350.0,128.84615384615384,25,Stationery,2022-01-09,2023-12-16,706,27.153846153846153
10707,21,92,3320.4,158.11428571428573,19,Beauty,2022-02-21,2023-10-29,615,29.285714285714285
10708,23,111,4681.39,203.5386956521739,20,Kitchen,2022-01-23,2023-12-04,680,29.565217391304348
10709,25,110,4310.53,172.4212,25,Beauty,2022-01-25,2023-12-20,694,27.76
10710,15,69,3088.37,205.89133333333334,14,Home Decor,2022-01-09,2023-11-11,671,44.733333333333334
10711,34,159,6568.3099999999995,193.1855882352941,31,Kitchen,2022-01-01,2023-12-01,699,20.558823529411764
10712,20,93,3965.54,198.277,20,Garden,2022-01-21,2023-12-14,692,34.6
10713,26,117,3763.75,144.7596153846154,24,Home Decor,2022-02-04,2023-12-15,679,26.115384615384617
10714,24,102,4459.95,185.83124999999998,23,Beauty,2022-03-24,2023-11-10,596,24.833333333333332
10715,30,144,5527.42,184.24733333333333,28,Kitchen,2022-02-03,2023-12-03,668,22.266666666666666
10716,23,99,3532.68,153.59478260869565,22,Garden,2022-01-21,2023-11-24,672,29.217391304347824
10717,25,114,4214.04,168.5616,23,Toys & Games,2022-01-01,2023-10-15,652,26.08
10718,20,93,3238.4500000000003,161.9225,20,Kitchen,2022-03-18,2023-11-10,602,30.1
10719,22,100,3218.05,146.275,19,Home Decor,2022-03-14,2023-12-31,657,29.863636363636363
10720,34,130,3930.54,115.60411764705883,31,Kitchen,2022-01-04,2023-12-22,717,21.08823529411765
10721,18,74,2263.0099999999998,125.72277777777776,18,Clothing,2022-01-02,2023-12-22,719,39.94444444444444
10722,22,105,3238.98,147.22636363636363,20,Home Decor,2022-01-14,2023-10-28,652,29.636363636363637
10723,29,146,6773.8,233.5793103448276,27,Kitchen,2022-01-14,2023-12-28,713,24.586206896551722
10724,16,64,2416.91,151.056875,16,Clothing,2022-03-12,2023-11-29,627,39.1875
10725,18,80,2978.15,165.45277777777778,18,Kitchen,2022-03-03,2023-11-16,623,34.611111111111114
10726,22,88,3285.65,149.34772727272727,21,Garden,2022-01-01,2023-11-05,673,30.59090909090909
10727,19,74,2756.1,145.0578947368421,19,Clothing,2022-01-03,2023-11-19,685,36.05263157894737
10728,20,82,2332.29,116.61449999999999,18,Toys & Games,2022-01-06,2023-11-27,690,34.5
10729,18,93,3456.13,192.00722222222223,17,Home Decor,2022-01-03,2023-11-09,675,37.5
10730,21,86,2678.77,127.5604761904762,20,Garden,2022-01-12,2023-12-30,717,34.142857142857146
10731,31,153,4398.95,141.9016129032258,29,Beauty,2022-03-22,2023-12-22,640,20.64516129032258
10732,26,103,4887.83,187.99346153846153,26,Electronics,2022-05-09,2023-12-30,600,23.076923076923077
10733,18,83,2728.86,151.60333333333335,17,Kitchen,2022-01-05,2023-12-28,722,40.111111111111114
10734,22,95,4859.29,220.87681818181818,20,Kitchen,2022-01-14,2023-11-16,671,30.5
10735,25,112,3440.67,137.6268,22,Beauty,2022-01-10,2023-12-06,695,27.8
10736,18,73,2497.85,138.76944444444445,18,Kitchen,2022-01-16,2023-12-04,687,38.166666666666664
10737,27,114,4326.68,160.24740740740742,25,Beauty,2022-01-24,2023-12-31,706,26.14814814814815
10738,26,120,2882.14,110.85153846153845,26,Stationery,2022-03-07,2023-12-29,662,25.46153846153846
10739,24,138,5627.61,234.48375,24,Kitchen,2022-01-22,2023-12-29,706,29.416666666666668
10740,23,107,3971.19,172.6604347826087,22,Stationery,2022-01-20,2023-12-11,690,30.0
10741,25,117,4296.61,171.8644,23,Kitchen,2022-01-15,2023-12-22,706,28.24
10742,29,135,5251.5,181.08620689655172,28,Home Decor,2022-03-04,2023-12-01,637,21.96551724137931
10743,20,85,2528.75,126.4375,20,Kitchen,2022-04-03,2023-10-23,568,28.4
10744,15,69,1949.72,129.98133333333334,14,Home Decor,2022-02-06,2023-12-03,665,44.333333333333336
10745,20,81,2190.14,109.50699999999999,18,Home Decor,2022-01-26,2023-09-16,598,29.9
10746,35,172,7908.9400000000005,225.9697142857143,33,Kitchen,2022-01-04,2023-11-13,678,19.37142857142857
10747,26,111,4157.47,159.90269230769232,25,Clothing,2022-01-01,2023-12-31,729,28.03846153846154
10748,28,122,4360.8,155.74285714285716,26,Kitchen,2022-01-11,2023-12-22,710,25.357142857142858
10749,21,95,2689.05,128.05,19,Stationery,2022-03-03,2023-12-21,658,31.333333333333332
10750,24,117,3049.81,127.07541666666667,22,Beauty,2022-01-30,2023-11-26,665,27.708333333333332
10751,30,146,5837.32,194.5773333333333,30,Kitchen,2022-01-12,2023-12-25,712,23.733333333333334
10752,20,84,3072.62,153.631,19,Kitchen,2022-02-10,2023-10-23,620,31.0
10753,26,117,3525.56,135.59846153846155,25,Stationery,2022-01-20,2023-12-05,684,26.307692307692307
10754,33,132,4428.67,134.20212121212123,31,Stationery,2022-01-20,2023-12-07,686,20.78787878787879
10755,25,109,4306.43,172.2572,23,Home Decor,2022-01-03,2023-12-24,720,28.8
10756,25,111,4451.56,178.06240000000003,25,Clothing,2022-02-17,2023-11-07,628,25.12
10757,23,115,3445.99,149.82565217391303,23,Stationery,2022-02-02,2023-12-14,680,29.565217391304348
10758,15,62,1300.1399999999999,86.67599999999999,15,Stationery,2022-01-13,2023-12-02,688,45.86666666666667
10759,17,68,2260.59,132.9758823529412,15,Kitchen,2022-03-01,2023-11-10,619,36.411764705882355
10760,23,116,4368.4800000000005,189.93391304347827,22,Beauty,2022-03-14,2023-12-30,656,28.52173913043478
10761,20,84,3395.73,169.7865,20,Toys & Games,2022-01-16,2023-11-15,668,33.4
10762,19,88,3728.9900000000002,196.26263157894738,19,Toys & Games,2022-01-26,2023-11-14,657,34.578947368421055
10763,25,106,2991.85,119.67399999999999,25,Toys & Games,2022-01-03,2023-10-26,661,26.44
10764,23,114,3695.69,160.68217391304347,22,Kitchen,2022-01-17,2023-08-16,576,25.043478260869566
10765,18,81,2847.63,158.20166666666668,17,Clothing,2022-02-01,2023-10-11,617,34.27777777777778
10766,31,130,4929.56,159.01806451612904,25,Electronics,2022-02-08,2023-11-27,657,21.193548387096776
10767,29,157,5260.54,181.39793103448275,28,Home Decor,2022-03-01,2023-10-17,595,20.517241379310345
10768,19,83,2791.4700000000003,146.91947368421054,17,Kitchen,2022-01-19,2023-11-03,653,34.36842105263158
10769,25,135,5554.45,222.178,25,Stationery,2022-01-19,2023-12-28,708,28.32
10770,23,108,3431.39,149.19086956521738,23,Kitchen,2022-01-05,2023-11-16,680,29.565217391304348
10771,26,102,5348.43,205.70884615384617,21,Toys & Games,2022-02-01,2023-12-22,689,26.5
10772,27,105,3078.86,114.03185185185185,26,Toys & Games,2022-01-18,2023-12-20,701,25.962962962962962
10773,16,77,1725.98,107.87375,16,Kitchen,2022-04-11,2023-12-07,605,37.8125
10774,34,162,6923.92,203.64470588235295,30,Beauty,2022-01-29,2023-12-30,700,20.58823529411765
10775,22,94,3224.0499999999997,146.54772727272726,21,Stationery,2022-02-11,2023-12-09,666,30.272727272727273
10776,25,108,3640.72,145.62879999999998,24,Clothing,2022-01-10,2023-11-29,688,27.52
10777,24,104,3176.98,132.37416666666667,21,Kitchen,2022-02-17,2023-10-27,617,25.708333333333332
10778,28,117,3734.52,133.37571428571428,24,Toys & Games,2022-01-04,2023-08-31,604,21.571428571428573
10779,17,75,3955.82,232.69529411764708,16,Electronics,2022-01-14,2023-12-12,697,41.0
10780,18,83,2888.55,160.47500000000002,18,Garden,2022-05-23,2023-12-19,575,31.944444444444443
10781,25,122,4873.78,194.9512,25,Beauty,2022-02-18,2023-12-29,679,27.16
10782,28,139,3996.03,142.71535714285716,26,Kitchen,2022-01-16,2023-10-30,652,23.285714285714285
10783,26,111,4477.32,172.20461538461538,24,Toys & Games,2022-01-29,2023-12-31,701,26.96153846153846
10784,24,129,4848.57,202.02374999999998,22,Kitchen,2022-04-21,2023-11-11,569,23.708333333333332
10785,29,111,4206.12,145.03862068965518,27,Toys & Games,2022-01-26,2023-10-05,617,21.275862068965516
10786,25,111,3823.76,152.9504,22,Stationery,2022-02-22,2023-10-30,615,24.6
10787,30,128,3740.36,124.67866666666667,30,Stationery,2022-03-21,2023-11-07,596,19.866666666666667
10788,16,73,2005.92,125.37,16,Kitchen,2022-01-14,2023-12-07,692,43.25
10789,26,120,3025.08,116.34923076923077,26,Home Decor,2022-02-03,2023-11-04,639,24.576923076923077
10790,18,79,2734.12,151.89555555555555,18,Toys & Games,2022-01-07,2023-09-18,619,34.388888888888886
10791,23,109,3085.26,134.1417391304348,22,Clothing,2022-01-08,2023-12-09,700,30.434782608695652
10792,29,151,5442.94,187.68758620689653,27,Stationery,2022-01-30,2023-12-14,683,23.551724137931036
10793,30,122,4438.12,147.93733333333333,27,Clothing,2022-01-10,2023-11-11,670,22.333333333333332
10794,17,78,3026.15,178.00882352941176,16,Kitchen,2022-01-08,2023-09-07,607,35.705882352941174
10795,31,145,6057.16,195.3922580645161,30,Kitchen,2022-01-10,2023-12-24,713,23.0
10796,20,84,2867.94,143.397,19,Kitchen,2022-01-31,2023-11-25,663,33.15
10797,21,82,2474.1,117.81428571428572,21,Beauty,2022-01-20,2023-11-24,673,32.04761904761905
10798,27,137,3042.3,112.67777777777779,24,Beauty,2022-01-02,2023-10-28,664,24.59259259259259
10799,16,86,3036.6,189.7875,16,Beauty,2022-01-30,2023-12-03,672,42.0
10800,25,116,3676.18,147.0472,24,Toys & Games,2022-02-01,2023-12-30,697,27.88
10801,23,112,3328.51,144.71782608695653,22,Stationery,2022-01-31,2023-11-30,668,29.043478260869566
10802,28,135,4544.6,162.30714285714288,26,Toys & Games,2022-02-12,2023-11-20,646,23.071428571428573
10803,22,115,4367.43,198.51954545454547,22,Kitchen,2022-02-16,2023-11-20,642,29.181818181818183
10804,28,121,4183.77,149.42035714285717,26,Stationery,2022-01-12,2023-12-20,707,25.25
10805,31,139,4672.900000000001,150.73870967741937,28,Home Decor,2022-01-27,2023-12-22,694,22.387096774193548
10806,23,115,3687.29,160.31695652173912,22,Stationery,2022-01-21,2023-12-07,685,29.782608695652176
10807,25,117,3903.06,156.1224,24,Stationery,2022-01-01,2023-11-03,671,26.84
10808,27,103,4433.14,164.19037037037037,25,Garden,2022-02-09,2023-12-05,664,24.59259259259259
10809,27,118,4192.73,155.28629629629629,24,Clothing,2022-01-02,2023-12-22,719,26.62962962962963
10810,23,109,3178.28,138.18608695652173,21,Stationery,2022-03-02,2023-11-28,636,27.652173913043477
10811,25,107,3974.1400000000003,158.96560000000002,22,Clothing,2022-01-28,2023-11-09,650,26.0
10812,20,79,3249.08,162.454,17,Beauty,2022-05-28,2023-11-24,545,27.25
10813,24,97,2898.22,120.75916666666666,22,Home Decor,2022-01-08,2023-12-27,718,29.916666666666668
10814,25,129,6382.33,255.29319999999998,24,Electronics,2022-01-23,2023-12-25,701,28.04
10815,25,105,4202.6900000000005,168.10760000000002,24,Electronics,2022-02-26,2023-11-01,613,24.52
10816,27,106,3217.75,119.17592592592592,27,Stationery,2022-01-08,2023-12-31,722,26.74074074074074
10817,22,115,4958.01,225.36409090909092,21,Kitchen,2022-01-08,2023-12-26,717,32.59090909090909
10818,25,89,3057.21,122.2884,23,Kitchen,2022-02-04,2023-11-06,640,25.6
10819,27,112,4555.75,168.7314814814815,25,Electronics,2022-01-12,2023-10-14,640,23.703703703703702
10820,31,129,4736.72,152.79741935483872,30,Clothing,2022-01-07,2023-11-13,675,21.774193548387096
10821,33,148,5642.85,170.99545454545455,30,Beauty,2022-02-03,2023-12-18,683,20.696969696969695
10822,29,136,4729.3,163.0793103448276,27,Toys & Games,2022-01-02,2023-12-17,714,24.620689655172413
10823,26,125,4534.5599999999995,174.4061538461538,24,Kitchen,2022-01-08,2023-11-25,686,26.384615384615383
10824,12,44,1291.14,107.59500000000001,12,Stationery,2022-01-07,2023-12-12,704,58.666666666666664
10825,26,112,3598.17,138.39115384615386,26,Beauty,2022-01-05,2023-12-12,706,27.153846153846153
10826,31,152,5264.04,169.80774193548388,30,Kitchen,2022-01-25,2023-12-14,688,22.193548387096776
10827,16,70,2237.81,139.863125,16,Home Decor,2022-02-15,2023-12-20,673,42.0625
10828,34,166,5704.75,167.78676470588235,33,Toys & Games,2022-03-05,2023-09-30,574,16.88235294117647
10829,24,104,3411.37,142.14041666666665,22,Garden,2022-02-02,2023-11-25,661,27.541666666666668
10830,23,76,2498.2,108.61739130434782,20,Toys & Games,2022-02-11,2023-12-23,680,29.565217391304348
10831,30,136,4700.12,156.67066666666668,29,Clothing,2022-01-02,2023-12-07,704,23.466666666666665
10832,26,115,2414.22,92.85461538461537,26,Stationery,2022-03-04,2023-12-15,651,25.03846153846154
10833,23,101,2744.98,119.34695652173913,21,Home Decor,2022-01-03,2023-11-21,687,29.869565217391305
10834,24,93,3557.35,148.22291666666666,23,Electronics,2022-01-30,2023-12-18,687,28.625
10835,24,103,3896.41,162.35041666666666,24,Kitchen,2022-01-15,2023-12-22,706,29.416666666666668
10836,21,92,3766.2599999999998,179.34571428571428,21,Stationery,2022-03-15,2023-12-21,646,30.761904761904763
10837,25,104,3950.42,158.0168,23,Toys & Games,2022-01-20,2023-12-21,700,28.0
10838,32,138,6198.34,193.698125,29,Stationery,2022-01-14,2023-11-08,663,20.71875
10839,21,102,2605.7200000000003,124.08190476190478,20,Kitchen,2022-01-10,2023-12-05,694,33.04761904761905
10840,37,169,6795.58,183.66432432432433,34,Kitchen,2022-01-19,2023-12-21,701,18.945945945945947
10841,40,195,7323.26,183.0815,35,Clothing,2022-01-26,2023-12-25,698,17.45
10842,24,121,4511.25,187.96875,24,Home Decor,2022-02-03,2023-12-24,689,28.708333333333332
10843,25,100,3035.63,121.4252,24,Home Decor,2022-01-16,2023-12-19,702,28.08
10844,26,130,5067.15,194.8903846153846,24,Beauty,2022-01-22,2023-12-31,708,27.23076923076923
10845,25,103,3739.63,149.58520000000001,22,Beauty,2022-02-12,2023-12-18,674,26.96
10846,27,123,3223.98,119.40666666666667,27,Toys & Games,2022-01-01,2023-12-29,727,26.925925925925927
10847,21,91,2750.23,130.96333333333334,20,Kitchen,2022-01-17,2023-12-15,697,33.19047619047619
10848,25,119,4321.349999999999,172.85399999999998,25,Kitchen,2022-03-13,2023-12-19,646,25.84
10849,21,90,3429.3599999999997,163.30285714285714,21,Stationery,2022-02-10,2023-12-08,666,31.714285714285715
10850,29,123,4173.49,143.91344827586207,27,Beauty,2022-01-13,2023-12-18,704,24.275862068965516
10851,24,124,3722.13,155.08875,23,Toys & Games,2022-02-24,2023-12-15,659,27.458333333333332
10852,26,108,4662.95,179.34423076923076,25,Clothing,2022-01-31,2023-12-09,677,26.03846153846154
10853,29,133,5873.22,202.5248275862069,25,Toys & Games,2022-02-14,2023-12-15,669,23.06896551724138
10854,28,126,4158.46,148.51642857142858,28,Toys & Games,2022-01-04,2023-11-02,667,23.821428571428573
10855,24,112,4976.26,207.34416666666667,21,Toys & Games,2022-02-08,2023-12-21,681,28.375
10856,19,95,2798.58,147.29368421052632,18,Stationery,2022-03-08,2023-10-19,590,31.05263157894737
10857,24,115,4747.64,197.81833333333336,24,Clothing,2022-03-16,2023-11-14,608,25.333333333333332
10858,26,91,3000.0499999999997,115.38653846153845,24,Beauty,2022-01-03,2023-11-23,689,26.5
10859,27,135,5225.32,193.53037037037035,27,Kitchen,2022-01-04,2023-12-30,725,26.85185185185185
10860,22,91,3742.1499999999996,170.09772727272727,22,Toys & Games,2022-01-29,2023-11-18,658,29.90909090909091
10861,23,110,4269.97,185.6508695652174,23,Toys & Games,2022-01-11,2023-11-21,679,29.52173913043478
10862,23,102,3003.5,130.58695652173913,21,Kitchen,2022-01-29,2023-09-17,596,25.91304347826087
10863,24,145,4175.32,173.97166666666666,23,Kitchen,2022-01-11,2023-12-29,717,29.875
10864,30,140,5036.17,167.87233333333333,27,Stationery,2022-01-13,2023-12-31,717,23.9
10865,27,117,4699.45,174.0537037037037,26,Stationery,2022-03-25,2023-12-25,640,23.703703703703702
10866,24,127,4635.93,193.16375000000002,21,Beauty,2022-01-02,2023-12-18,715,29.791666666666668
10867,31,120,4412.57,142.3409677419355,29,Kitchen,2022-01-13,2023-12-08,694,22.387096774193548
10868,29,118,3898.46,134.4296551724138,26,Beauty,2022-01-17,2023-11-19,671,23.137931034482758
10869,20,75,2996.48,149.824,17,Kitchen,2022-01-14,2023-12-20,705,35.25
10870,30,138,5620.94,187.36466666666666,29,Toys & Games,2022-01-05,2023-12-23,717,23.9
10871,27,120,4259.83,157.7714814814815,23,Kitchen,2022-01-08,2023-10-21,651,24.11111111111111
10872,24,89,4274.0,178.08333333333334,24,Clothing,2022-01-12,2023-08-08,573,23.875
10873,27,123,4025.5299999999997,149.09370370370368,26,Kitchen,2022-01-26,2023-11-06,649,24.037037037037038
10874,17,73,2345.85,137.99117647058824,17,Kitchen,2022-01-15,2023-12-26,710,41.76470588235294
10875,20,93,3057.08,152.85399999999998,19,Beauty,2022-01-07,2023-08-06,576,28.8
10876,30,120,4285.73,142.85766666666666,30,Toys & Games,2022-01-14,2023-12-24,709,23.633333333333333
10877,22,92,3019.16,137.23454545454544,21,Kitchen,2022-01-16,2023-09-28,620,28.181818181818183
10878,22,113,4540.35,206.37954545454548,21,Home Decor,2022-02-22,2023-12-30,676,30.727272727272727
10879,29,159,5939.39,204.80655172413793,26,Toys & Games,2022-01-01,2023-12-17,715,24.655172413793103
10880,37,144,6618.55,178.87972972972975,33,Stationery,2022-04-18,2023-11-28,589,15.91891891891892
10881,25,138,3542.49,141.6996,24,Clothing,2022-02-19,2023-12-25,674,26.96
10882,18,52,1903.66,105.75888888888889,18,Toys & Games,2022-01-23,2023-09-30,615,34.166666666666664
10883,26,116,4298.63,165.3319230769231,26,Kitchen,2022-01-16,2023-11-26,679,26.115384615384617
10884,21,97,3228.1,153.71904761904761,20,Toys & Games,2022-02-15,2023-12-20,673,32.04761904761905
10885,22,94,3271.85,148.72045454545454,21,Beauty,2022-01-04,2023-11-18,683,31.045454545454547
10886,21,95,3013.61,143.5052380952381,19,Kitchen,2022-03-27,2023-12-12,625,29.761904761904763
10887,27,131,5441.65,201.54259259259257,25,Beauty,2022-01-10,2023-12-21,710,26.296296296296298
10888,29,122,4979.26,171.69862068965517,29,Kitchen,2022-01-12,2023-10-27,653,22.517241379310345
10889,27,123,3484.7,129.06296296296296,25,Stationery,2022-03-10,2023-09-28,567,21.0
10890,34,164,5475.28,161.03764705882352,31,Garden,2022-01-03,2023-12-29,725,21.323529411764707
10891,15,73,3422.09,228.13933333333335,13,Stationery,2022-02-15,2023-11-23,646,43.06666666666667
10892,31,136,5811.35,187.46290322580646,28,Kitchen,2022-01-20,2023-12-28,707,22.806451612903224
10893,28,128,4722.67,168.6667857142857,27,Kitchen,2022-01-21,2023-11-08,656,23.428571428571427
10894,26,107,4509.06,173.42538461538464,25,Electronics,2022-02-01,2023-09-25,601,23.115384615384617
10895,22,91,3065.73,139.35136363636363,21,Beauty,2022-01-10,2023-12-30,719,32.68181818181818
10896,27,115,4297.150000000001,159.1537037037037,27,Stationery,2022-02-01,2023-12-13,680,25.185185185185187
10897,25,113,3430.75,137.23,22,Kitchen,2022-01-25,2023-12-21,695,27.8
10898,26,118,3481.74,133.91307692307691,24,Toys & Games,2022-04-04,2023-12-15,620,23.846153846153847
10899,28,130,5242.72,187.24,25,Electronics,2022-02-02,2023-12-10,676,24.142857142857142
10900,22,92,3341.18,151.87181818181818,21,Stationery,2022-01-02,2023-12-25,722,32.81818181818182
10901,27,122,5753.02,213.07481481481483,24,Beauty,2022-01-22,2023-12-28,705,26.11111111111111
10902,28,135,5630.84,201.10142857142858,27,Stationery,2022-01-09,2023-12-29,719,25.678571428571427
10903,25,105,4025.96,161.0384,22,Kitchen,2022-03-09,2023-12-22,653,26.12
10904,21,99,4488.77,213.7509523809524,21,Toys & Games,2022-03-18,2023-11-11,603,28.714285714285715
10905,27,122,3876.0299999999997,143.55666666666664,24,Toys & Games,2022-01-09,2023-12-18,708,26.22222222222222
10906,21,84,2389.54,113.78761904761905,20,Stationery,2022-01-04,2023-12-12,707,33.666666666666664
10907,29,143,6277.35,216.46034482758623,28,Stationery,2022-02-18,2023-11-30,650,22.413793103448278
10908,25,125,4737.74,189.50959999999998,24,Electronics,2022-01-30,2023-12-18,687,27.48
10909,22,112,4378.72,199.03272727272727,20,Beauty,2022-01-25,2023-12-29,703,31.954545454545453
10910,23,91,3834.8199999999997,166.73130434782607,21,Garden,2022-01-03,2023-12-16,712,30.956521739130434
10911,34,151,5711.17,167.9755882352941,32,Kitchen,2022-01-25,2023-12-26,700,20.58823529411765
10912,27,114,3705.37,137.23592592592593,24,Stationery,2022-01-08,2023-11-27,688,25.48148148148148
10913,29,130,4470.5599999999995,154.15724137931034,28,Toys & Games,2022-03-19,2023-12-14,635,21.896551724137932
10914,26,114,3758.04,144.54,24,Stationery,2022-01-12,2023-12-18,705,27.115384615384617
10915,29,150,7814.85,269.47758620689655,29,Stationery,2022-02-12,2023-12-19,675,23.275862068965516
10916,32,164,6954.11,217.3159375,32,Toys & Games,2022-01-03,2023-12-09,705,22.03125
10917,25,109,3161.16,126.4464,25,Home Decor,2022-02-02,2023-12-02,668,26.72
10918,18,84,1658.53,92.14055555555555,16,Toys & Games,2022-01-13,2023-09-05,600,33.333333333333336
10919,21,73,2866.5299999999997,136.50142857142856,20,Stationery,2022-03-30,2023-09-04,523,24.904761904761905
10920,20,111,3705.4700000000003,185.2735,19,Stationery,2022-01-17,2023-12-01,683,34.15
10921,22,83,3257.98,148.09,20,Clothing,2022-02-04,2023-12-25,689,31.318181818181817
10922,25,118,3642.38,145.6952,24,Toys & Games,2022-02-24,2023-12-27,671,26.84
10923,23,95,3424.54,148.89304347826086,23,Kitchen,2022-02-26,2023-12-24,666,28.956521739130434
10924,20,86,3233.45,161.67249999999999,20,Electronics,2022-01-01,2023-12-13,711,35.55
10925,23,109,3847.3900000000003,167.27782608695654,22,Home Decor,2022-01-13,2023-12-22,708,30.782608695652176
10926,20,88,3252.36,162.618,19,Kitchen,2022-03-02,2023-12-29,667,33.35
10927,23,114,3124.43,135.84478260869565,23,Beauty,2022-01-03,2023-12-05,701,30.47826086956522
10928,27,111,4340.04,160.7422222222222,26,Home Decor,2022-01-09,2023-11-30,690,25.555555555555557
10929,20,122,3884.08,194.204,19,Home Decor,2022-01-09,2023-12-27,717,35.85
10930,27,124,3882.2,143.78518518518518,25,Stationery,2022-03-15,2023-12-27,652,24.14814814814815
10931,24,104,3077.49,128.22875,20,Beauty,2022-02-06,2023-11-02,634,26.416666666666668
10932,24,120,3243.92,135.16333333333333,23,Stationery,2022-03-06,2023-12-19,653,27.208333333333332
10933,24,110,4292.86,178.86916666666664,22,Clothing,2022-01-21,2023-11-09,657,27.375
10934,20,101,5077.09,253.8545,19,Beauty,2022-01-12,2023-12-19,706,35.3
10935,33,164,6003.17,181.91424242424242,29,Beauty,2022-01-18,2023-12-31,712,21.575757575757574
10936,17,97,2940.0200000000004,172.9423529411765,17,Stationery,2022-08-12,2023-12-28,503,29.58823529411765
10937,18,76,3514.86,195.27,18,Toys & Games,2022-01-23,2023-08-20,574,31.88888888888889
10938,19,68,3148.18,165.6936842105263,19,Kitchen,2022-01-24,2023-10-18,632,33.26315789473684
10939,25,126,4262.51,170.5004,24,Home Decor,2022-01-06,2023-12-13,706,28.24
10940,22,116,5326.969999999999,242.13499999999996,20,Stationery,2022-01-16,2023-12-31,714,32.45454545454545
10941,16,65,1928.01,120.500625,15,Kitchen,2022-01-17,2023-12-28,710,44.375
10942,29,125,4005.74,138.12896551724137,27,Stationery,2022-02-28,2023-12-30,670,23.103448275862068
10943,22,110,3913.71,177.8959090909091,20,Kitchen,2022-02-09,2023-11-30,659,29.954545454545453
10944,25,108,4360.32,174.41279999999998,22,Kitchen,2022-01-10,2023-09-26,624,24.96
10945,21,99,4150.43,197.63952380952384,20,Stationery,2022-02-01,2023-12-22,689,32.80952380952381
10946,26,141,3961.09,152.3496153846154,26,Stationery,2022-02-11,2023-12-14,671,25.807692307692307
10947,31,165,5977.88,192.83483870967743,28,Kitchen,2022-03-02,2023-11-27,635,20.483870967741936
10948,23,103,3288.86,142.99391304347827,23,Garden,2022-01-13,2023-10-20,645,28.043478260869566
10949,26,133,4526.2300000000005,174.08576923076924,25,Kitchen,2022-03-14,2023-12-24,650,25.0
10950,27,123,4184.33,154.97518518518518,25,Home Decor,2022-01-06,2023-12-16,709,26.25925925925926
10951,27,117,2917.84,108.06814814814815,26,Stationery,2022-01-30,2023-12-15,684,25.333333333333332
10952,23,103,3329.9,144.77826086956523,21,Beauty,2022-01-21,2023-12-08,686,29.82608695652174
10953,26,99,3485.15,134.04423076923078,23,Stationery,2022-01-06,2023-12-02,695,26.73076923076923
10954,22,100,2353.04,106.95636363636363,20,Stationery,2022-01-05,2023-11-18,682,31.0
10955,18,91,3024.23,168.01277777777779,17,Stationery,2022-01-22,2023-12-24,701,38.94444444444444
10956,15,57,2286.69,152.446,13,Home Decor,2022-02-21,2023-07-07,501,33.4
10957,28,123,3596.9,128.4607142857143,27,Toys & Games,2022-02-04,2023-12-18,682,24.357142857142858
10958,25,120,5128.5,205.14,25,Garden,2022-03-22,2023-09-22,549,21.96
10959,31,145,5451.5,175.8548387096774,29,Home Decor,2022-01-04,2023-11-29,694,22.387096774193548
10960,19,90,2511.55,132.18684210526317,18,Kitchen,2022-01-10,2023-11-25,684,36.0
10961,29,137,6165.62,212.60758620689654,25,Garden,2022-01-15,2023-12-29,713,24.586206896551722
