CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,KMeans_Cluster,Churned
10997,29,25,3801.37,3,3,3,9,Loyal Customers,0,0
10998,16,33,5246.91,4,5,5,14,Champions,5,0
10999,57,25,3614.65,1,3,3,7,At-Risk,1,0
11000,1,33,6623.610000000001,5,5,5,15,Champions,5,0
11001,40,33,3836.44,2,5,3,10,At-Risk,0,0
11002,17,19,2320.92,4,1,1,6,New Customers,2,0
11003,47,28,6011.41,2,4,5,11,At-Risk,5,0
11004,132,20,1957.06,1,1,1,3,Hibernating,4,1
11005,7,26,4570.71,5,4,4,13,Champions,0,0
11006,6,21,2909.63,5,2,1,8,New Customers,3,0
11007,8,23,4200.1,5,2,4,11,New Customers,3,0
11008,24,24,6324.79,3,3,5,11,Loyal Customers,5,0
11009,34,32,4186.01,2,5,4,11,At-Risk,0,0
11010,9,24,3780.61,4,3,3,10,Loyal Customers,3,0
11011,2,26,5272.5199999999995,5,4,5,14,Champions,0,0
11012,40,18,2021.2399999999998,2,1,1,4,Hibernating,2,0
11013,26,20,4073.63,3,1,4,8,Potential Loyalists,3,0
11014,15,19,3136.95,4,1,2,7,New Customers,3,0
11015,4,26,3583.81,5,4,3,12,Champions,0,0
11016,42,28,5394.68,2,4,5,11,At-Risk,5,0
11017,30,25,4039.2599999999998,2,3,3,8,At-Risk,0,0
11018,28,26,3648.87,3,4,3,10,Loyal Customers,0,0
11019,10,30,4126.25,4,5,4,13,Champions,0,0
11020,39,26,4592.75,2,4,4,10,At-Risk,0,0
11021,8,27,3832.23,5,4,3,12,Champions,0,0
11022,6,25,4087.7,5,3,4,12,Loyal Customers,0,0
11023,41,25,3488.18,2,3,2,7,At-Risk,1,0
11024,18,29,5561.89,3,5,5,13,Loyal Customers,5,0
11025,31,29,5072.63,2,5,5,12,At-Risk,5,0
11026,13,18,2038.24,4,1,1,6,New Customers,2,0
11027,76,23,3176.7200000000003,1,2,2,5,Hibernating,1,0
11028,33,22,3418.71,2,2,2,6,Hibernating,3,0
11029,18,25,3044.99,3,3,2,8,Loyal Customers,3,0
11030,14,26,4276.75,4,4,4,12,Champions,0,0
11031,3,21,4057.46,5,2,3,10,New Customers,3,0
11032,58,29,4859.4800000000005,1,5,5,11,At-Risk,1,0
11033,3,28,4763.42,5,4,4,13,Champions,0,0
11034,28,20,2979.24,3,1,2,6,Potential Loyalists,2,0
11035,12,31,5469.429999999999,4,5,5,14,Champions,5,0
11036,67,24,3998.82,1,3,3,7,At-Risk,1,0
11037,25,22,3814.06,3,2,3,8,Potential Loyalists,3,0
11038,10,21,3983.4700000000003,4,2,3,9,New Customers,3,0
11039,21,28,6059.84,3,4,5,12,Loyal Customers,5,0
11040,21,32,5960.74,3,5,5,13,Loyal Customers,5,0
11041,1,31,3389.8,5,5,2,12,Champions,0,0
11042,71,21,2853.79,1,2,1,4,Hibernating,1,0
11043,44,21,3245.82,2,2,2,6,Hibernating,2,0
11044,5,25,5290.29,5,3,5,13,Loyal Customers,0,0
11045,39,24,2851.13,2,3,1,6,At-Risk,3,0
11046,4,21,3425.1099999999997,5,2,2,9,New Customers,3,0
11047,81,19,3225.22,1,1,2,4,Hibernating,4,0
11048,2,32,5500.9800000000005,5,5,5,15,Champions,5,0
11049,12,17,3369.68,4,1,2,7,New Customers,2,0
11050,1,23,5213.71,5,2,5,12,New Customers,0,0
11051,8,19,2882.56,5,1,1,7,New Customers,3,0
11052,42,27,5331.66,2,4,5,11,At-Risk,0,0
11053,21,17,4051.42,3,1,3,7,Potential Loyalists,3,0
11054,37,22,2914.16,2,2,1,5,Hibernating,3,0
11055,36,16,1492.69,2,1,1,4,Hibernating,2,0
11056,17,23,4039.32,4,2,3,9,New Customers,3,0
11057,43,23,2673.91,2,2,1,5,Hibernating,2,0
11058,11,21,2417.0299999999997,4,2,1,7,New Customers,3,0
11059,8,36,4513.07,5,5,4,14,Champions,5,0
11060,20,27,4101.41,3,4,4,11,Loyal Customers,0,0
11061,24,30,4445.65,3,5,4,12,Loyal Customers,0,0
11062,78,18,3834.25,1,1,3,5,Hibernating,1,0
11063,13,31,4444.4,4,5,4,13,Champions,0,0
11064,26,17,2352.2,3,1,1,5,Potential Loyalists,2,0
11065,11,21,2758.5299999999997,4,2,1,7,New Customers,3,0
11066,50,13,1987.5,1,1,1,3,Hibernating,2,0
11067,4,21,4714.79,5,2,4,11,New Customers,0,0
11068,19,28,3945.11,3,4,3,10,Loyal Customers,0,0
11069,148,17,2703.33,1,1,1,3,Hibernating,4,1
11070,1,27,5526.85,5,4,5,14,Champions,0,0
11071,30,20,2597.37,2,1,1,4,Hibernating,2,0
11072,8,25,3713.72,5,3,3,11,Loyal Customers,3,0
11073,55,16,2543.53,1,1,1,3,Hibernating,2,0
11074,7,19,2851.18,5,1,1,7,New Customers,3,0
11075,40,33,5347.84,2,5,5,12,At-Risk,5,0
11076,7,20,2945.12,5,1,2,8,New Customers,3,0
11077,3,17,2071.0,5,1,1,7,New Customers,2,0
11078,1,26,3496.99,5,4,2,11,Champions,3,0
11079,30,24,3198.51,2,3,2,7,At-Risk,3,0
11080,28,32,5394.26,3,5,5,13,Loyal Customers,5,0
11081,60,21,3682.31,1,2,3,6,Hibernating,1,0
11082,2,31,4070.08,5,5,4,14,Champions,0,0
11083,3,22,3892.71,5,2,3,10,New Customers,3,0
11084,100,19,2762.89,1,1,1,3,Hibernating,4,1
11085,41,23,3738.65,2,2,3,7,Hibernating,1,0
11086,3,26,6426.04,5,4,5,14,Champions,5,0
11087,1,29,3744.95,5,5,3,13,Champions,0,0
11088,42,18,3185.16,2,1,2,5,Hibernating,2,0
11089,14,29,2753.53,4,5,1,10,Champions,3,0
11090,68,23,2605.83,1,2,1,4,Hibernating,1,0
11091,33,25,3071.76,2,3,2,7,At-Risk,3,0
11092,2,27,5053.05,5,4,5,14,Champions,0,0
11093,1,23,3323.21,5,2,2,9,New Customers,3,0
11094,20,19,2519.07,3,1,1,5,Potential Loyalists,2,0
11095,56,17,2048.5299999999997,1,1,1,3,Hibernating,2,0
11096,33,34,4494.04,2,5,4,11,At-Risk,5,0
11097,79,25,3176.04,1,3,2,6,At-Risk,1,0
11098,134,22,3554.9700000000003,1,2,3,6,Hibernating,4,1
11099,17,29,4927.19,4,5,5,14,Champions,0,0
11100,27,19,3059.64,3,1,2,6,Potential Loyalists,2,0
11101,9,21,3095.44,4,2,2,8,New Customers,3,0
11102,16,23,3118.8,4,2,2,8,New Customers,3,0
11103,4,25,3711.3,5,3,3,11,Loyal Customers,3,0
11104,1,31,4775.07,5,5,4,14,Champions,0,0
11105,6,32,3995.97,5,5,3,13,Champions,0,0
11106,41,21,2468.11,2,2,1,5,Hibernating,2,0
11107,32,30,3962.47,2,5,3,10,At-Risk,0,0
11108,2,27,5205.45,5,4,5,14,Champions,0,0
11109,9,22,3123.04,4,2,2,8,New Customers,3,0
11110,34,22,3229.12,2,2,2,6,Hibernating,3,0
11111,8,36,4715.85,5,5,4,14,Champions,5,0
11112,30,21,3391.29,2,2,2,6,Hibernating,3,0
11113,18,31,3306.0699999999997,3,5,2,10,Loyal Customers,0,0
11114,4,23,4068.66,5,2,4,11,New Customers,3,0
11115,23,22,3278.46,3,2,2,7,Potential Loyalists,3,0
11116,30,32,5975.61,2,5,5,12,At-Risk,5,0
11117,8,25,3061.77,5,3,2,10,Loyal Customers,3,0
11118,38,27,4628.12,2,4,4,10,At-Risk,0,0
11119,26,31,4899.03,3,5,5,13,Loyal Customers,5,0
11120,81,21,3621.46,1,2,3,6,Hibernating,1,0
11121,103,17,3564.59,1,1,3,5,Hibernating,4,1
11122,30,25,3109.76,2,3,2,7,At-Risk,3,0
11123,38,31,5292.21,2,5,5,12,At-Risk,5,0
11124,14,22,3193.74,4,2,2,8,New Customers,3,0
11125,41,22,4312.85,2,2,4,8,Hibernating,1,0
11126,30,28,4563.21,2,4,4,10,At-Risk,0,0
11127,39,27,4409.09,2,4,4,10,At-Risk,0,0
11128,2,32,6618.32,5,5,5,15,Champions,5,0
11129,1,29,4862.65,5,5,5,15,Champions,0,0
11130,16,32,5750.4800000000005,4,5,5,14,Champions,5,0
11131,89,16,3043.69,1,1,2,4,Hibernating,4,0
11132,41,24,4283.84,2,3,4,9,At-Risk,1,0
11133,17,24,4267.94,4,3,4,11,Loyal Customers,0,0
11134,34,29,3537.23,2,5,3,10,At-Risk,0,0
11135,63,24,3199.44,1,3,2,6,At-Risk,1,0
11136,6,29,7388.43,5,5,5,15,Champions,5,0
11137,11,31,3781.8500000000004,4,5,3,12,Champions,0,0
11138,18,26,3701.41,3,4,3,10,Loyal Customers,0,0
11139,33,21,5173.57,2,2,5,9,Hibernating,0,0
11140,2,25,2843.46,5,3,1,9,Loyal Customers,3,0
11141,16,22,4182.17,4,2,4,10,New Customers,3,0
11142,6,26,4816.41,5,4,5,14,Champions,0,0
11143,69,26,5364.17,1,4,5,10,At-Risk,1,0
11144,20,21,3096.13,3,2,2,7,Potential Loyalists,3,0
11145,25,20,2707.3,3,1,1,5,Potential Loyalists,2,0
11146,3,26,3740.83,5,4,3,12,Champions,0,0
11147,14,19,3084.35,4,1,2,7,New Customers,3,0
11148,18,30,5069.889999999999,3,5,5,13,Loyal Customers,5,0
11149,41,23,3736.45,2,2,3,7,Hibernating,1,0
11150,46,18,2731.2599999999998,2,1,1,4,Hibernating,2,0
11151,26,41,6575.45,3,5,5,13,Loyal Customers,5,0
11152,34,22,2907.05,2,2,1,5,Hibernating,3,0
11153,48,30,3966.7000000000003,2,5,3,10,At-Risk,1,0
11154,22,27,4917.63,3,4,5,12,Loyal Customers,0,0
11155,10,32,6079.49,4,5,5,14,Champions,5,0
11156,23,30,5198.68,3,5,5,13,Loyal Customers,5,0
11157,10,26,4502.67,4,4,4,12,Champions,0,0
11158,5,21,3054.64,5,2,2,9,New Customers,3,0
11159,51,27,4719.04,1,4,4,9,At-Risk,1,0
11160,77,23,2051.15,1,2,1,4,Hibernating,4,0
11161,21,16,1663.3,3,1,1,5,Potential Loyalists,2,0
11162,32,22,4253.4,2,2,4,8,Hibernating,3,0
11163,33,22,3541.81,2,2,3,7,Hibernating,3,0
11164,9,25,4564.54,4,3,4,11,Loyal Customers,0,0
11165,17,18,1996.75,4,1,1,6,New Customers,2,0
11166,33,25,3794.23,2,3,3,8,At-Risk,0,0
11167,60,20,2541.93,1,1,1,3,Hibernating,2,0
11168,52,21,3042.2,1,2,2,5,Hibernating,2,0
11169,1,29,4237.65,5,5,4,14,Champions,0,0
11170,28,27,3627.1,3,4,3,10,Loyal Customers,0,0
11171,67,18,1722.17,1,1,1,3,Hibernating,2,0
11172,30,28,5944.9800000000005,2,4,5,11,At-Risk,5,0
11173,11,23,3889.29,4,2,3,9,New Customers,3,0
11174,14,24,3845.96,4,3,3,10,Loyal Customers,3,0
11175,20,32,5600.03,3,5,5,13,Loyal Customers,5,0
11176,11,21,4843.37,4,2,5,11,New Customers,0,0
11177,48,24,4291.55,2,3,4,9,At-Risk,1,0
11178,11,24,3616.2799999999997,4,3,3,10,Loyal Customers,3,0
11179,63,27,3157.4,1,4,2,7,At-Risk,1,0
11180,28,17,2966.36,3,1,2,6,Potential Loyalists,2,0
11181,21,21,3309.64,3,2,2,7,Potential Loyalists,3,0
11182,47,28,5059.76,2,4,5,11,At-Risk,0,0
11183,8,35,6400.88,5,5,5,15,Champions,5,0
11184,38,26,3424.04,2,4,2,8,At-Risk,1,0
11185,21,23,3687.09,3,2,3,8,Potential Loyalists,3,0
11186,11,22,3667.4300000000003,4,2,3,9,New Customers,3,0
11187,33,30,3518.82,2,5,2,9,At-Risk,0,0
11188,1,31,5060.93,5,5,5,15,Champions,5,0
11189,7,19,3257.48,5,1,2,8,New Customers,3,0
11190,31,20,2545.02,2,1,1,4,Hibernating,2,0
11191,105,26,3203.05,1,4,2,7,At-Risk,4,1
11192,1,26,2707.44,5,4,1,10,Champions,3,0
11193,37,20,3711.05,2,1,3,6,Hibernating,3,0
11194,7,26,4726.85,5,4,4,13,Champions,0,0
11195,10,18,2620.56,4,1,1,6,New Customers,2,0
11196,7,23,2849.8,5,2,1,8,New Customers,3,0
11197,3,34,5564.24,5,5,5,15,Champions,5,0
11198,44,24,3918.26,2,3,3,8,At-Risk,1,0
11199,21,27,5194.69,3,4,5,12,Loyal Customers,0,0
11200,21,21,2932.52,3,2,1,6,Potential Loyalists,3,0
11201,30,16,3119.54,2,1,2,5,Hibernating,2,0
11202,79,19,3025.86,1,1,2,4,Hibernating,4,0
11203,45,21,3105.41,2,2,2,6,Hibernating,2,0
11204,4,17,2979.47,5,1,2,8,New Customers,2,0
11205,42,21,3767.2599999999998,2,2,3,7,Hibernating,1,0
11206,7,37,6675.71,5,5,5,15,Champions,5,0
11207,17,22,4072.56,4,2,4,10,New Customers,3,0
11208,42,25,3811.01,2,3,3,8,At-Risk,1,0
11209,12,14,1968.98,4,1,1,6,New Customers,2,0
11210,56,18,2353.81,1,1,1,3,Hibernating,2,0
11211,19,19,5218.71,3,1,5,9,Potential Loyalists,0,0
11212,22,16,2542.94,3,1,1,5,Potential Loyalists,2,0
11213,6,24,2818.48,5,3,1,9,Loyal Customers,3,0
11214,2,24,3294.5699999999997,5,3,2,10,Loyal Customers,3,0
11215,33,25,4027.5099999999998,2,3,3,8,At-Risk,0,0
11216,8,23,6005.39,5,2,5,12,New Customers,0,0
11217,1,29,5136.45,5,5,5,15,Champions,0,0
11218,3,21,2992.64,5,2,2,9,New Customers,3,0
11219,38,22,3874.02,2,2,3,7,Hibernating,3,0
11220,92,16,3376.5,1,1,2,4,Hibernating,4,1
11221,27,25,4312.73,3,3,4,10,Loyal Customers,0,0
11222,67,18,2294.5,1,1,1,3,Hibernating,2,0
11223,29,29,5391.14,3,5,5,13,Loyal Customers,5,0
11224,26,22,2884.56,3,2,1,6,Potential Loyalists,3,0
11225,12,37,4752.92,4,5,4,13,Champions,5,0
11226,12,23,3849.44,4,2,3,9,New Customers,3,0
11227,24,29,4022.5499999999997,3,5,3,11,Loyal Customers,0,0
11228,30,27,4040.31,2,4,3,9,At-Risk,0,0
11229,1,26,2857.9,5,4,1,10,Champions,3,0
11230,1,34,5024.65,5,5,5,15,Champions,5,0
11231,85,15,2338.06,1,1,1,3,Hibernating,4,0
11232,25,23,3515.49,3,2,2,7,Potential Loyalists,3,0
11233,16,28,5243.25,4,4,5,13,Champions,0,0
11234,7,22,3222.8,5,2,2,9,New Customers,3,0
11235,25,23,3018.48,3,3,2,8,Loyal Customers,3,0
11236,17,24,3703.52,4,3,3,10,Loyal Customers,3,0
11237,18,21,3666.43,3,2,3,8,Potential Loyalists,3,0
11238,30,31,4153.88,2,5,4,11,At-Risk,0,0
11239,25,18,2827.07,3,1,1,5,Potential Loyalists,2,0
11240,3,24,3619.3,5,3,3,11,Loyal Customers,3,0
11241,5,22,4282.860000000001,5,2,4,11,New Customers,3,0
11242,89,14,2610.59,1,1,1,3,Hibernating,4,0
11243,8,21,4231.56,5,2,4,11,New Customers,3,0
11244,34,26,4406.21,2,4,4,10,At-Risk,0,0
11245,49,14,1401.95,2,1,1,4,Hibernating,2,0
11246,27,20,2804.31,3,1,1,5,Potential Loyalists,2,0
11247,2,18,3804.9799999999996,5,1,3,9,New Customers,3,0
11248,4,25,3738.49,5,3,3,11,Loyal Customers,3,0
11249,83,28,3875.93,1,4,3,8,At-Risk,1,0
11250,45,29,5506.66,2,5,5,12,At-Risk,5,0
11251,59,19,3443.8399999999997,1,1,2,4,Hibernating,2,0
11252,11,23,3594.71,4,3,3,10,Loyal Customers,3,0
11253,135,25,3842.3599999999997,1,3,3,7,At-Risk,4,1
11254,53,20,4642.07,1,1,4,6,Hibernating,1,0
11255,50,25,4154.98,1,3,4,8,At-Risk,1,0
11256,18,29,6453.55,3,5,5,13,Loyal Customers,5,0
11257,8,26,2771.15,5,4,1,10,Champions,3,0
11258,18,21,3064.36,3,2,2,7,Potential Loyalists,3,0
11259,87,31,4546.650000000001,1,5,4,10,At-Risk,1,0
11260,128,21,3449.93,1,2,2,5,Hibernating,4,1
11261,17,19,2503.64,4,1,1,6,New Customers,2,0
11262,10,34,6509.96,4,5,5,14,Champions,5,0
11263,82,29,6423.81,1,5,5,11,At-Risk,5,0
11264,8,34,4514.9800000000005,5,5,4,14,Champions,5,0
11265,36,28,6056.24,2,4,5,11,At-Risk,5,0
11266,11,25,3389.95,4,3,2,9,Loyal Customers,3,0
11267,65,26,5442.99,1,4,5,10,At-Risk,1,0
11268,11,20,2977.74,4,1,2,7,New Customers,3,0
11269,13,33,4343.67,4,5,4,13,Champions,5,0
11270,82,22,3102.16,1,2,2,5,Hibernating,1,0
11271,2,24,4513.84,5,3,4,12,Loyal Customers,0,0
11272,12,18,3083.21,4,1,2,7,New Customers,2,0
11273,42,28,3872.83,2,4,3,9,At-Risk,1,0
11274,29,24,4441.81,3,3,4,10,Loyal Customers,0,0
11275,18,20,2568.0299999999997,3,1,1,5,Potential Loyalists,2,0
11276,13,18,3392.54,4,1,2,7,New Customers,3,0
11277,51,22,3765.5099999999998,1,2,3,6,Hibernating,1,0
11278,5,25,3725.05,5,3,3,11,Loyal Customers,3,0
11279,63,26,4158.3,1,4,4,9,At-Risk,1,0
11280,51,24,3590.16,1,3,3,7,At-Risk,1,0
11281,1,23,4837.54,5,3,5,13,Loyal Customers,0,0
11282,7,27,5143.16,5,4,5,14,Champions,0,0
11283,3,33,5723.139999999999,5,5,5,15,Champions,5,0
11284,42,33,4699.900000000001,2,5,4,11,At-Risk,5,0
11285,27,19,4101.3,3,1,4,8,Potential Loyalists,3,0
11286,10,28,4707.94,4,4,4,12,Champions,0,0
11287,93,19,3693.2400000000002,1,1,3,5,Hibernating,4,1
11288,15,35,5323.56,4,5,5,14,Champions,5,0
11289,29,35,5348.21,3,5,5,13,Loyal Customers,5,0
11290,72,25,2788.6800000000003,1,3,1,5,At-Risk,1,0
11291,7,24,2520.36,5,3,1,9,Loyal Customers,3,0
11292,20,19,3195.0299999999997,3,1,2,6,Potential Loyalists,3,0
11293,2,33,5110.82,5,5,5,15,Champions,5,0
11294,4,22,3595.98,5,2,3,10,New Customers,3,0
11295,30,17,3469.46,2,1,2,5,Hibernating,2,0
11296,5,33,7148.9800000000005,5,5,5,15,Champions,5,0
11297,4,27,5161.07,5,4,5,14,Champions,0,0
11298,11,30,6371.56,4,5,5,14,Champions,5,0
11299,16,26,3641.4,4,4,3,11,Champions,0,0
11300,3,28,4686.5,5,4,4,13,Champions,0,0
11301,28,22,3200.4900000000002,3,2,2,7,Potential Loyalists,3,0
11302,11,27,4026.98,4,4,3,11,Champions,0,0
11303,30,20,2694.05,2,1,1,4,Hibernating,2,0
11304,20,23,3333.75,3,3,2,8,Loyal Customers,3,0
11305,22,24,4209.12,3,3,4,10,Loyal Customers,0,0
11306,20,36,6842.75,3,5,5,13,Loyal Customers,5,0
11307,11,25,5908.55,4,3,5,12,Loyal Customers,0,0
11308,31,29,4347.44,2,5,4,11,At-Risk,0,0
11309,13,18,3778.0499999999997,4,1,3,8,New Customers,3,0
11310,23,28,6850.25,3,4,5,12,Loyal Customers,5,0
11311,17,22,3779.09,4,2,3,9,New Customers,3,0
11312,3,20,2991.4,5,1,2,8,New Customers,3,0
11313,3,21,2241.57,5,2,1,8,New Customers,3,0
11314,4,25,5060.88,5,3,5,13,Loyal Customers,0,0
11315,21,19,2439.35,3,1,1,5,Potential Loyalists,2,0
11316,75,23,3935.41,1,3,3,7,At-Risk,1,0
11317,2,23,3835.75,5,3,3,11,Loyal Customers,3,0
11318,1,21,2014.1100000000001,5,2,1,8,New Customers,3,0
11319,52,22,3198.47,1,2,2,5,Hibernating,1,0
11320,3,22,2762.7000000000003,5,2,1,8,New Customers,3,0
11321,66,20,2726.1099999999997,1,1,1,3,Hibernating,2,0
11322,7,27,3145.21,5,4,2,11,Champions,3,0
11323,55,23,3417.4,1,3,2,6,At-Risk,1,0
11324,54,25,3867.04,1,3,3,7,At-Risk,1,0
11325,79,27,4479.11,1,4,4,9,At-Risk,1,0
11326,36,26,3917.7799999999997,2,4,3,9,At-Risk,0,0
11327,113,27,4198.64,1,4,4,9,At-Risk,4,1
11328,5,25,4475.61,5,3,4,12,Loyal Customers,0,0
11329,4,25,2622.95,5,3,1,9,Loyal Customers,3,0
11330,27,27,3475.77,3,4,2,9,Loyal Customers,0,0
11331,40,19,2266.58,2,1,1,4,Hibernating,2,0
11332,120,20,2593.59,1,1,1,3,Hibernating,4,1
11333,98,17,2446.63,1,1,1,3,Hibernating,4,1
11334,123,21,4769.13,1,2,4,7,Hibernating,4,1
11335,34,25,5450.72,2,3,5,10,At-Risk,0,0
11336,17,23,3809.59,4,3,3,10,Loyal Customers,3,0
11337,13,24,4547.75,4,3,4,11,Loyal Customers,0,0
11338,10,21,2721.74,4,2,1,7,New Customers,3,0
11339,60,24,4052.11,1,3,3,7,At-Risk,1,0
11340,52,24,3983.64,1,3,3,7,At-Risk,1,0
11341,15,33,4710.38,4,5,4,13,Champions,5,0
11342,19,19,3210.62,3,1,2,6,Potential Loyalists,3,0
11343,26,30,4085.24,3,5,4,12,Loyal Customers,0,0
11344,17,28,3491.54,4,4,2,10,Champions,0,0
11345,85,17,2575.09,1,1,1,3,Hibernating,4,0
11346,5,25,4184.54,5,3,4,12,Loyal Customers,0,0
11347,5,17,1898.16,5,1,1,7,New Customers,2,0
11348,78,29,3984.12,1,5,3,9,At-Risk,1,0
11349,3,25,4857.6,5,3,5,13,Loyal Customers,0,0
11350,75,22,2364.21,1,2,1,4,Hibernating,4,0
11351,35,31,5380.49,2,5,5,12,At-Risk,5,0
11352,12,24,3295.94,4,3,2,9,Loyal Customers,3,0
11353,6,20,3066.41,5,1,2,8,New Customers,3,0
11354,16,29,4405.91,4,5,4,13,Champions,0,0
11355,19,19,3715.15,3,1,3,7,Potential Loyalists,3,0
11356,26,28,3413.68,3,4,2,9,Loyal Customers,0,0
11357,44,22,4091.17,2,2,4,8,Hibernating,1,0
11358,67,25,5614.83,1,3,5,9,At-Risk,1,0
11359,116,25,2893.59,1,3,1,5,At-Risk,4,1
11360,43,32,4159.79,2,5,4,11,At-Risk,0,0
11361,6,25,3064.54,5,3,2,10,Loyal Customers,3,0
11362,29,31,5922.77,3,5,5,13,Loyal Customers,5,0
11363,55,14,2143.38,1,1,1,3,Hibernating,2,0
11364,7,29,5333.37,5,5,5,15,Champions,5,0
11365,19,22,3103.04,3,2,2,7,Potential Loyalists,3,0
11366,16,26,3425.7,4,4,2,10,Champions,3,0
11367,69,26,3546.22,1,4,3,8,At-Risk,1,0
11368,25,21,2864.24,3,2,1,6,Potential Loyalists,3,0
11369,19,24,3337.45,3,3,2,8,Loyal Customers,3,0
11370,49,22,3946.86,2,2,3,7,Hibernating,1,0
11371,42,23,3558.15,2,3,3,8,At-Risk,1,0
11372,14,24,4835.56,4,3,5,12,Loyal Customers,0,0
11373,72,25,4173.34,1,3,4,8,At-Risk,1,0
11374,68,25,4518.7699999999995,1,3,4,8,At-Risk,1,0
11375,36,24,3702.3,2,3,3,8,At-Risk,3,0
11376,5,22,3136.89,5,2,2,9,New Customers,3,0
11377,53,22,2985.1800000000003,1,2,2,5,Hibernating,1,0
11378,17,23,3478.54,4,3,2,9,Loyal Customers,3,0
11379,20,18,2949.07,3,1,2,6,Potential Loyalists,2,0
11380,7,31,6057.9400000000005,5,5,5,15,Champions,5,0
11381,4,21,2260.42,5,2,1,8,New Customers,3,0
11382,94,21,3419.99,1,2,2,5,Hibernating,4,1
11383,23,24,4064.29,3,3,3,9,Loyal Customers,0,0
11384,48,24,4558.849999999999,2,3,4,9,At-Risk,1,0
11385,3,31,4543.68,5,5,4,14,Champions,0,0
11386,20,29,5074.67,3,5,5,13,Loyal Customers,0,0
11387,5,28,4486.88,5,4,4,13,Champions,0,0
11388,30,21,5491.84,2,2,5,9,Hibernating,0,0
11389,57,20,3732.9300000000003,1,1,3,5,Hibernating,1,0
11390,2,29,4580.34,5,5,4,14,Champions,0,0
11391,28,21,2220.96,3,2,1,6,Potential Loyalists,2,0
11392,37,20,2700.8399999999997,2,1,1,4,Hibernating,2,0
11393,29,26,4070.3,3,4,4,11,Loyal Customers,0,0
11394,66,17,2200.45,1,1,1,3,Hibernating,2,0
11395,11,20,2422.34,4,1,1,6,New Customers,2,0
11396,71,20,2575.82,1,1,1,3,Hibernating,2,0
11397,123,15,2966.72,1,1,2,4,Hibernating,4,1
11398,29,19,2496.95,3,1,1,5,Potential Loyalists,2,0
11399,54,37,5964.320000000001,1,5,5,11,At-Risk,5,0
11400,13,27,5134.2300000000005,4,4,5,13,Champions,0,0
11401,24,18,2755.55,3,1,1,5,Potential Loyalists,2,0
11402,26,18,2269.55,3,1,1,5,Potential Loyalists,2,0
11403,41,23,3268.96,2,3,2,7,At-Risk,3,0
11404,56,37,4922.68,1,5,5,11,At-Risk,5,0
11405,141,18,2806.26,1,1,1,3,Hibernating,4,1
11406,7,23,2581.55,5,3,1,9,Loyal Customers,3,0
11407,22,26,3642.09,3,4,3,10,Loyal Customers,0,0
11408,3,21,3930.3,5,2,3,10,New Customers,3,0
11409,4,21,3353.25,5,2,2,9,New Customers,3,0
11410,21,32,5141.47,3,5,5,13,Loyal Customers,5,0
11411,2,26,3438.42,5,4,2,11,Champions,3,0
11412,36,27,4048.65,2,4,3,9,At-Risk,0,0
11413,14,23,3459.54,4,3,2,9,Loyal Customers,3,0
11414,4,32,5336.4400000000005,5,5,5,15,Champions,5,0
11415,7,24,3472.46,5,3,2,10,Loyal Customers,3,0
11416,3,24,4189.139999999999,5,3,4,12,Loyal Customers,0,0
11417,3,20,2644.87,5,1,1,7,New Customers,3,0
11418,22,18,3519.1,3,1,2,6,Potential Loyalists,3,0
11419,62,22,3294.9,1,2,2,5,Hibernating,1,0
11420,36,17,2925.3,2,1,1,4,Hibernating,2,0
11421,46,23,3282.86,2,3,2,7,At-Risk,1,0
11422,63,30,4116.25,1,5,4,10,At-Risk,1,0
11423,10,20,4143.78,4,1,4,9,New Customers,3,0
11424,85,16,2474.94,1,1,1,3,Hibernating,4,0
11425,40,16,2313.94,2,1,1,4,Hibernating,2,0
11426,49,34,5336.07,2,5,5,12,At-Risk,5,0
11427,89,22,2869.47,1,2,1,4,Hibernating,4,0
11428,20,19,2687.85,3,1,1,5,Potential Loyalists,2,0
11429,19,14,1802.88,3,1,1,5,Potential Loyalists,2,0
11430,16,27,3990.61,4,4,3,11,Champions,0,0
11431,13,28,2892.2799999999997,4,4,1,9,Champions,3,0
11432,21,23,3851.21,3,3,3,9,Loyal Customers,3,0
11433,5,31,4742.43,5,5,4,14,Champions,0,0
11434,2,26,4788.69,5,4,4,13,Champions,0,0
11435,19,23,2539.63,3,3,1,7,Loyal Customers,3,0
11436,25,24,3353.76,3,3,2,8,Loyal Customers,3,0
11437,21,32,5040.360000000001,3,5,5,13,Loyal Customers,5,0
11438,73,23,3839.71,1,3,3,7,At-Risk,1,0
11439,28,22,4581.09,3,2,4,9,Potential Loyalists,0,0
11440,42,19,2103.14,2,1,1,4,Hibernating,2,0
11441,3,21,2295.61,5,2,1,8,New Customers,3,0
11442,23,33,5129.82,3,5,5,13,Loyal Customers,5,0
11443,34,26,2323.18,2,4,1,7,At-Risk,3,0
11444,11,22,2937.9700000000003,4,2,1,7,New Customers,3,0
11445,18,24,3526.88,3,3,2,8,Loyal Customers,3,0
11446,13,27,4694.22,4,4,4,12,Champions,0,0
11447,15,31,5343.83,4,5,5,14,Champions,5,0
11448,5,24,4401.26,5,3,4,12,Loyal Customers,0,0
11449,75,18,3088.72,1,1,2,4,Hibernating,4,0
11450,51,26,3769.19,1,4,3,8,At-Risk,1,0
