CustomerID,Country,Segment
11083,USA,At-Risk
11084,United Kingdom,At-Risk
11085,Belgium,New
11086,United Kingdom,At-Risk
11087,Germany,New
11088,United Kingdom,Potential
11089,France,New
11090,United Kingdom,Hibernating
11091,United Kingdom,Loyal
11092,Netherlands,Champions
11093,United Kingdom,New
11094,Netherlands,Potential
11095,United Kingdom,New
11096,United Kingdom,Champions
11097,United Kingdom,At-Risk
11098,United Kingdom,At-Risk
11099,United Kingdom,Champions
11100,United Kingdom,New
11101,Germany,Hibernating
11102,United Kingdom,Champions
11103,United Kingdom,Hibernating
11104,United Kingdom,Hibernating
11105,Belgium,New
11106,United Kingdom,New
11107,United Kingdom,Champions
11108,Netherlands,Hibernating
11109,Japan,Loyal
11110,Germany,Loyal
11111,Spain,Loyal
11112,United Kingdom,At-Risk
11113,United Kingdom,Loyal
11114,United Kingdom,New
11115,United Kingdom,At-Risk
11116,United Kingdom,Champions
11117,United Kingdom,Loyal
11118,Netherlands,New
11119,France,Loyal
11120,United Kingdom,Loyal
11121,United Kingdom,New
11122,United Kingdom,Hibernating
11123,United Kingdom,At-Risk
11124,United Kingdom,New
11125,Switzerland,Potential
11126,USA,Loyal
11127,United Kingdom,Hibernating
11128,USA,Loyal
11129,United Kingdom,Loyal
11130,USA,At-Risk
11131,United Kingdom,Potential
11132,France,Hibernating
11133,Belgium,At-Risk
11134,United Kingdom,New
11135,United Kingdom,Hibernating
11136,United Kingdom,Hibernating
11137,United Kingdom,Hibernating
11138,United Kingdom,Potential
11139,United Kingdom,Potential
11140,United Kingdom,At-Risk
11141,Switzerland,Champions
11142,Switzerland,New
11143,Spain,Loyal
11144,France,Loyal
11145,United Kingdom,Loyal
11146,Netherlands,New
11147,United Kingdom,Hibernating
11148,United Kingdom,New
11149,Germany,Potential
11150,United Kingdom,Champions
11151,Belgium,At-Risk
11152,Spain,Hibernating
11153,France,Champions
11154,United Kingdom,Loyal
11155,France,At-Risk
11156,United Kingdom,Hibernating
11157,United Kingdom,Potential
11158,Spain,New
11159,USA,At-Risk
11160,USA,New
11161,United Kingdom,Champions
11162,United Kingdom,Hibernating
11163,Netherlands,Hibernating
11164,France,Hibernating
11165,United Kingdom,At-Risk
11166,United Kingdom,Potential
11167,France,Hibernating
11168,United Kingdom,Champions
11169,United Kingdom,At-Risk
11170,United Kingdom,Champions
11171,United Kingdom,Potential
11172,United Kingdom,At-Risk
11173,United Kingdom,Loyal
11174,Germany,At-Risk
11175,United Kingdom,New
11176,Netherlands,New
11177,United Kingdom,At-Risk
11178,United Kingdom,Potential
11179,United Kingdom,At-Risk
11180,France,Potential
11181,Switzerland,Potential
11182,United Kingdom,Loyal
11183,Germany,At-Risk
11184,Germany,New
11185,United Kingdom,New
11186,France,Loyal
11187,France,New
11188,United Kingdom,Potential
11189,France,Loyal
11190,United Kingdom,New
11191,United Kingdom,Potential
11192,United Kingdom,At-Risk
11193,Netherlands,Champions
11194,Germany,Hibernating
11195,United Kingdom,At-Risk
11196,United Kingdom,Champions
11197,United Kingdom,New
11198,Germany,Potential
11199,United Kingdom,New
11200,France,Hibernating
11201,United Kingdom,At-Risk
11202,Australia,Hibernating
11203,United Kingdom,Potential
11204,Spain,At-Risk
11205,Japan,Hibernating
11206,United Kingdom,Loyal
11207,United Kingdom,Loyal
11208,United Kingdom,Loyal
11209,United Kingdom,Loyal
11210,Germany,New
11211,France,Hibernating
11212,United Kingdom,Loyal
11213,United Kingdom,Hibernating
11214,Spain,Potential
11215,Japan,Loyal
11216,Germany,New
11217,United Kingdom,Loyal
11218,United Kingdom,New
11219,France,At-Risk
11220,USA,New
11221,United Kingdom,New
11222,USA,Hibernating
11223,France,New
11224,Spain,New
11225,Netherlands,New
11226,United Kingdom,Champions
11227,Germany,Loyal
11228,United Kingdom,At-Risk
11229,United Kingdom,At-Risk
11230,United Kingdom,New
11231,Germany,New
11232,Germany,Champions
11233,Germany,At-Risk
11234,Belgium,At-Risk
11235,Germany,Champions
11236,Belgium,New
11237,Germany,New
11238,United Kingdom,Potential
11239,Netherlands,At-Risk
11240,Australia,Champions
11241,United Kingdom,At-Risk
11242,Australia,Champions
11243,United Kingdom,Champions
11244,Belgium,Loyal
11245,United Kingdom,Potential
11246,France,At-Risk
11247,Australia,Hibernating
11248,France,Loyal
11249,France,Loyal
11250,Switzerland,Champions
11251,Germany,Hibernating
11252,United Kingdom,Hibernating
11253,United Kingdom,Potential
11254,United Kingdom,Hibernating
11255,United Kingdom,Hibernating
11256,USA,Potential
11257,Switzerland,Loyal
11258,USA,New
11259,Japan,At-Risk
11260,Australia,Loyal
11261,Spain,Loyal
11262,United Kingdom,Potential
11263,United Kingdom,Loyal
11264,Belgium,Potential
11265,United Kingdom,Loyal
11266,Germany,At-Risk
11267,France,New
11268,United Kingdom,Potential
11269,Belgium,Champions
11270,United Kingdom,Potential
11271,United Kingdom,At-Risk
11272,United Kingdom,New
11273,United Kingdom,Champions
11274,Australia,Potential
11275,United Kingdom,New
11276,France,Potential
11277,United Kingdom,Champions
11278,Belgium,New
11279,United Kingdom,New
11280,Switzerland,New
11281,United Kingdom,At-Risk
11282,United Kingdom,Hibernating
11283,United Kingdom,New
11284,Belgium,Potential
11285,Belgium,Champions
11286,United Kingdom,New
11287,United Kingdom,Loyal
11288,United Kingdom,Champions
11289,USA,New
11290,United Kingdom,Potential
11291,Japan,Potential
11292,United Kingdom,At-Risk
11293,United Kingdom,At-Risk
11294,United Kingdom,At-Risk
11295,Spain,Potential
11296,United Kingdom,New
11297,France,Potential
11298,Spain,Loyal
11299,United Kingdom,Champions
11300,Spain,Champions
11301,United Kingdom,Champions
11302,United Kingdom,Loyal
11303,Germany,New
11304,United Kingdom,Potential
11305,United Kingdom,Champions
11306,USA,New
11307,Spain,New
11308,United Kingdom,New
11309,United Kingdom,Champions
11310,United Kingdom,At-Risk
11311,Japan,Loyal
11312,United Kingdom,Loyal
11313,France,Potential
11314,United Kingdom,Hibernating
11315,Germany,Hibernating
11316,France,New
11317,United Kingdom,Loyal
11318,France,Loyal
11319,Japan,Hibernating
11320,Spain,Loyal
11321,United Kingdom,Champions
11322,United Kingdom,Champions
11323,France,New
11324,United Kingdom,New
11325,United Kingdom,Loyal
11326,United Kingdom,Potential
11327,United Kingdom,Hibernating
11328,France,Potential
11329,France,Potential
11330,United Kingdom,Potential
11331,Australia,Loyal
11332,Germany,Hibernating
11333,United Kingdom,New
11334,United Kingdom,Champions
11335,Belgium,Loyal
11336,United Kingdom,Champions
11337,United Kingdom,Potential
11338,France,Hibernating
11339,Japan,Champions
11340,USA,At-Risk
11341,United Kingdom,Hibernating
11342,United Kingdom,Hibernating
11343,Spain,New
11344,USA,Champions
11345,United Kingdom,Champions
11346,United Kingdom,Loyal
11347,United Kingdom,Champions
11348,USA,New
11349,Germany,Potential
11350,Netherlands,New
11351,United Kingdom,New
11352,United Kingdom,Hibernating
11353,Germany,Loyal
11354,United Kingdom,At-Risk
11355,United Kingdom,Loyal
11356,USA,Loyal
11357,Germany,New
11358,France,Potential
11359,Spain,Champions
11360,United Kingdom,New
11361,Netherlands,Loyal
11362,United Kingdom,Champions
11363,Japan,Champions
11364,United Kingdom,Hibernating
11365,United Kingdom,Potential
11366,Netherlands,Potential
11367,United Kingdom,Champions
11368,Spain,Potential
11369,United Kingdom,New
11370,USA,Hibernating
11371,Germany,Potential
11372,United Kingdom,At-Risk
11373,United Kingdom,At-Risk
11374,Netherlands,Champions
11375,Belgium,Champions
11376,United Kingdom,New
11377,United Kingdom,Champions
11378,United Kingdom,Hibernating
11379,France,New
11380,United Kingdom,At-Risk
11381,United Kingdom,Hibernating
11382,United Kingdom,Loyal
11383,United Kingdom,Champions
11384,Japan,Potential
11385,Netherlands,Loyal
11386,Netherlands,Champions
11387,United Kingdom,Champions
11388,United Kingdom,New
11389,United Kingdom,Loyal
11390,United Kingdom,Champions
11391,Germany,Potential
11392,Netherlands,New
11393,United Kingdom,Loyal
11394,United Kingdom,Potential
11395,United Kingdom,Champions
11396,Germany,Champions
11397,Germany,Champions
11398,United Kingdom,Hibernating
11399,USA,New
11400,United Kingdom,New
11401,Australia,At-Risk
11402,United Kingdom,Hibernating
11403,United Kingdom,At-Risk
11404,United Kingdom,Hibernating
11405,Belgium,Potential
11406,France,New
11407,United Kingdom,New
11408,USA,Loyal
11409,Netherlands,Hibernating
11410,Belgium,Loyal
11411,United Kingdom,New
11412,United Kingdom,Hibernating
11413,United Kingdom,Potential
11414,Australia,At-Risk
11415,United Kingdom,Potential
11416,United Kingdom,Potential
11417,Netherlands,Champions
11418,United Kingdom,Loyal
11419,United Kingdom,Champions
11420,USA,Loyal
11421,Netherlands,Champions
11422,United Kingdom,Loyal
11423,Japan,Hibernating
11424,United Kingdom,At-Risk
11425,United Kingdom,Potential
11426,United Kingdom,Champions
11427,Germany,Potential
11428,Switzerland,Champions
11429,France,Champions
11430,United Kingdom,Loyal
11431,United Kingdom,At-Risk
11432,Australia,New
11433,Spain,Potential
11434,United Kingdom,New
11435,United Kingdom,Champions
11436,USA,Loyal
11437,Belgium,Hibernating
11438,United Kingdom,Champions
11439,United Kingdom,New
11440,United Kingdom,Champions
11441,Germany,Loyal
11442,United Kingdom,New
11443,United Kingdom,Champions
11444,United Kingdom,Potential
11445,United Kingdom,Potential
11446,Spain,Champions
11447,United Kingdom,At-Risk
11448,United Kingdom,Potential
11449,United Kingdom,At-Risk
11450,United Kingdom,Champions
11451,Spain,At-Risk
11452,Switzerland,Loyal
11453,United Kingdom,New
11454,Australia,Hibernating
11455,Netherlands,Loyal
11456,United Kingdom,Champions
11457,Switzerland,Loyal
11458,United Kingdom,Champions
11459,Switzerland,Loyal
11460,United Kingdom,New
11461,United Kingdom,Potential
11462,Japan,Champions
11463,France,At-Risk
11464,Japan,Champions
11465,United Kingdom,Champions
11466,United Kingdom,Potential
11467,United Kingdom,Loyal
11468,United Kingdom,At-Risk
11469,United Kingdom,New
11470,United Kingdom,Hibernating
11471,United Kingdom,Potential
11472,United Kingdom,Champions
11473,United Kingdom,New
11474,United Kingdom,Loyal
11475,Japan,At-Risk
11476,United Kingdom,Loyal
11477,United Kingdom,Hibernating
11478,France,Potential
11479,United Kingdom,New
11480,Japan,New
11481,United Kingdom,At-Risk
11482,United Kingdom,New
11483,United Kingdom,Hibernating
11484,United Kingdom,Hibernating
11485,Belgium,New
11486,Belgium,At-Risk
11487,United Kingdom,New
11488,United Kingdom,Hibernating
11489,Germany,New
11490,United Kingdom,Champions
11491,United Kingdom,Loyal
11492,United Kingdom,At-Risk
11493,United Kingdom,New
11494,Germany,Hibernating
11495,USA,Loyal
11496,United Kingdom,Potential
11497,United Kingdom,Hibernating
11498,Switzerland,Potential
11499,United Kingdom,Loyal
11500,Germany,New
11501,United Kingdom,Loyal
11502,United Kingdom,Hibernating
11503,United Kingdom,Potential
11504,Spain,Hibernating
11505,United Kingdom,Potential
11506,United Kingdom,Hibernating
11507,Germany,Hibernating
11508,USA,New
11509,Germany,Loyal
11510,United Kingdom,Champions
11511,United Kingdom,Hibernating
11512,United Kingdom,Hibernating
11513,United Kingdom,At-Risk
11514,Japan,Loyal
11515,Switzerland,At-Risk
11516,Netherlands,At-Risk
11517,United Kingdom,Loyal
11518,France,Loyal
11519,Belgium,Hibernating
11520,Australia,Champions
11521,United Kingdom,Potential
11522,United Kingdom,Champions
11523,United Kingdom,At-Risk
11524,United Kingdom,Loyal
11525,Netherlands,New
11526,Belgium,New
11527,France,Loyal
11528,Spain,Hibernating
11529,Spain,Hibernating
11530,Belgium,Loyal
11531,Spain,Loyal
11532,United Kingdom,Potential
11533,Spain,Loyal
11534,United Kingdom,Champions
11535,USA,Hibernating
11536,United Kingdom,Hibernating
11537,United Kingdom,Hibernating
11538,United Kingdom,Hibernating
11539,United Kingdom,Hibernating
11540,United Kingdom,New
11541,United Kingdom,Potential
11542,United Kingdom,At-Risk
11543,USA,Loyal
11544,France,Champions
11545,Switzerland,Potential
11546,France,At-Risk
11547,United Kingdom,At-Risk
11548,United Kingdom,Potential
11549,United Kingdom,At-Risk
11550,Belgium,Potential
11551,United Kingdom,New
11552,United Kingdom,New
11553,USA,New
11554,United Kingdom,New
11555,United Kingdom,New
11556,United Kingdom,New
11557,Belgium,Hibernating
11558,France,Potential
11559,United Kingdom,New
11560,United Kingdom,Champions
11561,United Kingdom,At-Risk
11562,United Kingdom,Champions
11563,United Kingdom,Loyal
11564,Japan,Loyal
11565,Netherlands,Hibernating
11566,USA,Champions
11567,United Kingdom,Hibernating
11568,Japan,Potential
11569,United Kingdom,Potential
11570,United Kingdom,New
11571,United Kingdom,Champions
11572,United Kingdom,Loyal
11573,United Kingdom,Hibernating
11574,Netherlands,Potential
11575,Germany,Potential
11576,United Kingdom,Loyal
11577,United Kingdom,New
11578,Germany,New
11579,United Kingdom,At-Risk
11580,United Kingdom,Champions
11581,United Kingdom,Potential
11582,France,New
11583,United Kingdom,Champions
11584,United Kingdom,Potential
11585,United Kingdom,Champions
11586,United Kingdom,Champions
11587,United Kingdom,New
11588,United Kingdom,Potential
11589,United Kingdom,Potential
11590,Germany,Loyal
11591,United Kingdom,New
11592,United Kingdom,New
11593,United Kingdom,New
11594,United Kingdom,Loyal
11595,Switzerland,Hibernating
11596,United Kingdom,Potential
11597,Spain,Champions
11598,Spain,Hibernating
11599,United Kingdom,Hibernating
11600,United Kingdom,Champions
11601,Australia,Hibernating
11602,United Kingdom,Hibernating
11603,Spain,New
11604,Germany,Loyal
11605,United Kingdom,Champions
11606,United Kingdom,Potential
11607,United Kingdom,Hibernating
11608,Japan,Hibernating
11609,Spain,Hibernating
11610,United Kingdom,New
11611,United Kingdom,Loyal
11612,USA,Loyal
11613,United Kingdom,New
11614,United Kingdom,Potential
11615,United Kingdom,Potential
11616,United Kingdom,Hibernating
11617,United Kingdom,Potential
11618,Japan,Champions
11619,United Kingdom,Hibernating
11620,United Kingdom,At-Risk
11621,Australia,Hibernating
11622,United Kingdom,Champions
11623,Belgium,Hibernating
11624,France,New
11625,United Kingdom,Loyal
11626,United Kingdom,Hibernating
11627,France,Champions
11628,Japan,Hibernating
11629,Belgium,At-Risk
11630,Australia,At-Risk
11631,Australia,At-Risk
11632,United Kingdom,New
11633,Germany,New
11634,United Kingdom,At-Risk
11635,United Kingdom,Hibernating
11636,France,Potential
11637,United Kingdom,New
11638,Japan,At-Risk
11639,Spain,Champions
11640,Netherlands,At-Risk
11641,Japan,Champions
11642,United Kingdom,At-Risk
11643,United Kingdom,New
11644,Australia,Potential
11645,United Kingdom,Loyal
11646,United Kingdom,Potential
11647,United Kingdom,At-Risk
11648,United Kingdom,New
11649,France,Champions
11650,United Kingdom,Loyal
11651,Japan,New
11652,Netherlands,Hibernating
11653,Australia,Champions
11654,Germany,Loyal
11655,United Kingdom,Potential
11656,Germany,Loyal
11657,Belgium,Hibernating
11658,Australia,Champions
11659,United Kingdom,Loyal
11660,Switzerland,Loyal
11661,United Kingdom,Champions
11662,Japan,Potential
11663,United Kingdom,At-Risk
11664,Switzerland,Hibernating
11665,United Kingdom,Champions
11666,Spain,Loyal
11667,United Kingdom,Hibernating
11668,United Kingdom,New
11669,France,At-Risk
11670,United Kingdom,At-Risk
11671,Netherlands,Potential
11672,United Kingdom,Champions
11673,United Kingdom,Loyal
11674,Australia,Loyal
11675,Australia,Potential
11676,United Kingdom,Loyal
11677,United Kingdom,New
11678,Germany,Potential
11679,United Kingdom,Loyal
11680,France,Hibernating
11681,Switzerland,Loyal
11682,United Kingdom,At-Risk
11683,Netherlands,Potential
11684,France,New
11685,Japan,At-Risk
11686,United Kingdom,Loyal
11687,United Kingdom,Potential
11688,Germany,Hibernating
11689,United Kingdom,Champions
11690,United Kingdom,Potential
11691,USA,At-Risk
11692,Germany,Hibernating
11693,France,At-Risk
11694,Spain,New
11695,United Kingdom,At-Risk
11696,France,At-Risk
11697,United Kingdom,Potential
11698,USA,Potential
11699,United Kingdom,Loyal
11700,Germany,Loyal
11701,Japan,Hibernating
11702,United Kingdom,At-Risk
11703,Spain,Potential
11704,United Kingdom,New
11705,USA,At-Risk
11706,Japan,New
11707,United Kingdom,Champions
11708,France,Hibernating
11709,Switzerland,At-Risk
11710,Netherlands,Loyal
11711,Spain,Potential
11712,Belgium,Potential
11713,United Kingdom,At-Risk
11714,Australia,Potential
11715,Australia,Loyal
11716,United Kingdom,New
11717,United Kingdom,At-Risk
11718,Netherlands,Hibernating
11719,Belgium,Loyal
11720,USA,At-Risk
11721,France,Loyal
11722,United Kingdom,Potential
11723,Australia,New
11724,Belgium,At-Risk
11725,United Kingdom,Hibernating
11726,United Kingdom,Champions
11727,United Kingdom,Potential
11728,France,Hibernating
11729,United Kingdom,Loyal
11730,Germany,Potential
11731,United Kingdom,At-Risk
11732,United Kingdom,Loyal
11733,United Kingdom,Loyal
11734,United Kingdom,Hibernating
11735,Japan,New
11736,United Kingdom,Potential
11737,United Kingdom,Champions
11738,United Kingdom,Potential
11739,USA,At-Risk
11740,France,Champions
11741,United Kingdom,Loyal
11742,Belgium,Loyal
11743,Germany,Loyal
11744,United Kingdom,Champions
11745,United Kingdom,New
11746,France,New
11747,United Kingdom,New
11748,United Kingdom,Champions
11749,Germany,Potential
11750,United Kingdom,Champions
11751,Japan,Hibernating
11752,United Kingdom,Potential
11753,United Kingdom,Potential
11754,United Kingdom,Potential
11755,Australia,At-Risk
11756,United Kingdom,New
11757,Germany,At-Risk
11758,United Kingdom,Champions
11759,United Kingdom,At-Risk
11760,United Kingdom,Hibernating
11761,France,At-Risk
11762,United Kingdom,Potential
11763,USA,At-Risk
11764,USA,New
11765,United Kingdom,Loyal
11766,United Kingdom,New
11767,United Kingdom,Loyal
11768,Netherlands,Loyal
11769,United Kingdom,Champions
11770,France,Loyal
11771,United Kingdom,Potential
11772,France,Champions
11773,United Kingdom,Potential
11774,United Kingdom,Hibernating
11775,France,Hibernating
11776,USA,Potential
11777,United Kingdom,Champions
11778,United Kingdom,Champions
11779,United Kingdom,New
11780,United Kingdom,At-Risk
11781,United Kingdom,Loyal
11782,United Kingdom,Potential
11783,France,At-Risk
11784,United Kingdom,Champions
11785,Spain,At-Risk
11786,France,Potential
11787,United Kingdom,Champions
11788,Germany,Hibernating
11789,United Kingdom,Champions
11790,Belgium,New
11791,United Kingdom,Loyal
11792,Belgium,Hibernating
11793,USA,At-Risk
11794,Spain,At-Risk
11795,United Kingdom,Hibernating
11796,United Kingdom,Loyal
11797,Spain,New
11798,United Kingdom,Champions
11799,United Kingdom,Champions
11800,Japan,Hibernating
11801,Spain,Loyal
11802,USA,Hibernating
11803,United Kingdom,Potential
11804,United Kingdom,At-Risk
11805,France,New
11806,USA,At-Risk
11807,United Kingdom,Champions
11808,United Kingdom,Loyal
11809,Australia,At-Risk
11810,United Kingdom,Potential
11811,United Kingdom,Potential
11812,United Kingdom,Champions
11813,United Kingdom,Loyal
11814,Spain,Loyal
11815,United Kingdom,New
11816,USA,At-Risk
11817,Australia,Champions
11818,United Kingdom,At-Risk
11819,United Kingdom,New
11820,United Kingdom,New
11821,United Kingdom,New
11822,Spain,New
11823,Belgium,Potential
11824,Japan,Loyal
11825,United Kingdom,Potential
11826,Netherlands,Loyal
11827,United Kingdom,Hibernating
11828,United Kingdom,Hibernating
11829,Spain,Loyal
11830,France,At-Risk
11831,France,Potential
11832,Australia,Potential
11833,USA,Loyal
11834,United Kingdom,New
11835,United Kingdom,New
11836,United Kingdom,Champions
11837,United Kingdom,At-Risk
11838,United Kingdom,Potential
11839,Germany,Potential
11840,Germany,Hibernating
11841,United Kingdom,Potential
11842,Australia,Hibernating
11843,Germany,Potential
11844,France,New
11845,Spain,Loyal
11846,United Kingdom,Potential
11847,Spain,New
11848,United Kingdom,Hibernating
11849,Japan,Hibernating
11850,United Kingdom,Potential
11851,Japan,Hibernating
11852,Australia,New
11853,Australia,Champions
11854,Netherlands,At-Risk
11855,United Kingdom,At-Risk
11856,United Kingdom,Loyal
11857,Germany,New
11858,United Kingdom,Loyal
11859,United Kingdom,New
11860,Switzerland,New
11861,United Kingdom,New
11862,United Kingdom,Champions
11863,USA,Potential
11864,France,Champions
11865,United Kingdom,Champions
11866,Germany,Champions
11867,Switzerland,Hibernating
11868,USA,Potential
11869,United Kingdom,Hibernating
11870,Germany,Potential
11871,Spain,At-Risk
11872,United Kingdom,Champions
11873,Switzerland,New
11874,United Kingdom,Hibernating
11875,France,Potential
11876,France,Potential
11877,United Kingdom,Champions
11878,Netherlands,Loyal
11879,United Kingdom,At-Risk
11880,Switzerland,At-Risk
11881,Germany,At-Risk
11882,Spain,Champions
11883,Japan,New
11884,United Kingdom,Potential
11885,Netherlands,New
11886,United Kingdom,Hibernating
11887,United Kingdom,Champions
11888,Japan,New
11889,United Kingdom,Loyal
11890,Netherlands,Champions
11891,Netherlands,Champions
11892,Japan,Potential
11893,France,New
11894,United Kingdom,Hibernating
11895,USA,Loyal
11896,USA,Champions
11897,Germany,Champions
11898,Germany,New
11899,Switzerland,New
11900,Japan,Loyal
11901,Spain,Loyal
11902,Netherlands,Loyal
11903,United Kingdom,Potential
11904,France,At-Risk
11905,Germany,New
11906,United Kingdom,Hibernating
11907,Japan,Loyal
11908,United Kingdom,At-Risk
11909,USA,New
11910,Switzerland,Loyal
11911,United Kingdom,Potential
11912,Japan,Hibernating
11913,United Kingdom,Potential
11914,Germany,At-Risk
11915,Netherlands,Hibernating
11916,France,Loyal
11917,United Kingdom,Potential
11918,United Kingdom,At-Risk
11919,Japan,Loyal
11920,USA,Potential
11921,USA,Loyal
11922,Germany,Potential
11923,France,Potential
11924,United Kingdom,At-Risk
11925,Germany,Hibernating
11926,Germany,Potential
11927,Netherlands,Potential
11928,Netherlands,Hibernating
11929,United Kingdom,New
11930,Switzerland,Hibernating
11931,United Kingdom,New
11932,United Kingdom,Potential
11933,United Kingdom,At-Risk
11934,Netherlands,Loyal
11935,USA,Potential
11936,United Kingdom,Champions
11937,Spain,At-Risk
11938,United Kingdom,Hibernating
11939,United Kingdom,New
11940,United Kingdom,Potential
11941,Netherlands,Loyal
11942,Netherlands,Hibernating
11943,United Kingdom,Hibernating
11944,Belgium,Potential
11945,United Kingdom,Potential
11946,United Kingdom,New
11947,United Kingdom,Potential
11948,United Kingdom,Hibernating
11949,United Kingdom,Potential
11950,United Kingdom,Hibernating
11951,Australia,New
11952,Switzerland,Potential
11953,Spain,Potential
11954,United Kingdom,Hibernating
11955,Germany,Hibernating
11956,United Kingdom,Potential
11957,USA,At-Risk
11958,United Kingdom,Potential
11959,United Kingdom,Loyal
11960,Netherlands,Champions
11961,United Kingdom,New
11962,United Kingdom,At-Risk
11963,United Kingdom,Hibernating
11964,Australia,Champions
11965,United Kingdom,Potential
11966,Japan,Champions
11967,United Kingdom,At-Risk
11968,France,Potential
11969,France,Potential
11970,United Kingdom,Hibernating
11971,Germany,Champions
11972,Belgium,At-Risk
11973,Germany,Loyal
11974,Germany,Hibernating
11975,United Kingdom,Hibernating
11976,Germany,Champions
11977,United Kingdom,Loyal
11978,Spain,At-Risk
11979,United Kingdom,Loyal
11980,USA,Hibernating
11981,Germany,Hibernating
11982,Switzerland,Potential
11983,United Kingdom,Potential
11984,United Kingdom,Loyal
11985,Japan,Hibernating
11986,Japan,Loyal
11987,USA,Potential
11988,Japan,New
11989,Japan,Champions
11990,United Kingdom,Hibernating
11991,Netherlands,Champions
11992,Japan,At-Risk
11993,Germany,Hibernating
11994,United Kingdom,Champions
11995,United Kingdom,Potential
11996,United Kingdom,Hibernating
11997,United Kingdom,Champions
11998,United Kingdom,Hibernating
11999,Germany,Potential
12000,United Kingdom,Potential
12001,France,Loyal
12002,Australia,New
12003,Switzerland,Loyal
12004,Germany,Potential
12005,Australia,Potential
12006,Belgium,Potential
12007,Switzerland,Champions
12008,Netherlands,Loyal
12009,United Kingdom,Potential
12010,United Kingdom,Champions
12011,United Kingdom,Loyal
12012,Belgium,Hibernating
12013,United Kingdom,Loyal
12014,Japan,New
12015,United Kingdom,Potential
12016,United Kingdom,At-Risk
12017,United Kingdom,Potential
12018,United Kingdom,Champions
12019,France,Hibernating
12020,United Kingdom,Potential
12021,France,Potential
12022,Australia,At-Risk
12023,Japan,Champions
12024,United Kingdom,Potential
12025,United Kingdom,Champions
12026,United Kingdom,New
12027,United Kingdom,Potential
12028,United Kingdom,Loyal
12029,Germany,Loyal
12030,Netherlands,Hibernating
12031,United Kingdom,Potential
12032,United Kingdom,Potential
12033,Japan,Potential
12034,France,Champions
12035,Germany,Hibernating
12036,United Kingdom,Champions
12037,United Kingdom,Hibernating
12038,United Kingdom,Hibernating
12039,USA,At-Risk
12040,United Kingdom,Potential
12041,Japan,At-Risk
12042,United Kingdom,Potential
12043,Australia,Loyal
12044,United Kingdom,Loyal
12045,France,At-Risk
12046,United Kingdom,Loyal
12047,Spain,Hibernating
12048,Australia,Hibernating
12049,United Kingdom,Hibernating
12050,United Kingdom,Potential
12051,United Kingdom,Champions
12052,United Kingdom,Hibernating
12053,United Kingdom,At-Risk
12054,United Kingdom,Potential
12055,France,Champions
12056,United Kingdom,Champions
12057,Japan,At-Risk
12058,United Kingdom,At-Risk
12059,France,At-Risk
12060,Spain,Loyal
12061,Germany,At-Risk
12062,Switzerland,New
12063,United Kingdom,At-Risk
12064,United Kingdom,Loyal
12065,Netherlands,Potential
12066,United Kingdom,At-Risk
12067,United Kingdom,Potential
12068,United Kingdom,New
12069,United Kingdom,At-Risk
12070,Belgium,New
12071,Germany,Loyal
12072,France,Champions
12073,Australia,Loyal
12074,Japan,Loyal
12075,United Kingdom,Potential
12076,United Kingdom,Champions
12077,Japan,Hibernating
12078,France,Hibernating
12079,Germany,Hibernating
12080,United Kingdom,Champions
12081,Germany,Hibernating
12082,Japan,Hibernating
12083,United Kingdom,Loyal
12084,United Kingdom,Loyal
12085,Japan,Hibernating
12086,Netherlands,At-Risk
12087,United Kingdom,Hibernating
12088,Germany,New
12089,United Kingdom,Champions
12090,Spain,Hibernating
12091,Spain,Hibernating
12092,United Kingdom,Loyal
12093,United Kingdom,Hibernating
12094,France,Loyal
12095,Netherlands,New
12096,Japan,Champions
12097,United Kingdom,New
12098,United Kingdom,At-Risk
12099,United Kingdom,Champions
12100,Spain,Hibernating
12101,Japan,At-Risk
12102,United Kingdom,New
12103,Japan,Champions
12104,USA,At-Risk
12105,United Kingdom,Hibernating
12106,France,At-Risk
12107,Switzerland,At-Risk
12108,Germany,Hibernating
12109,United Kingdom,Potential
12110,United Kingdom,Hibernating
12111,France,Champions
12112,Germany,New
12113,USA,Loyal
12114,Germany,At-Risk
12115,Switzerland,At-Risk
12116,United Kingdom,New
12117,Japan,Champions
12118,Germany,Loyal
12119,United Kingdom,Loyal
12120,United Kingdom,Potential
12121,United Kingdom,Loyal
12122,United Kingdom,At-Risk
12123,France,Champions
12124,Spain,New
12125,Switzerland,Potential
12126,United Kingdom,Potential
12127,United Kingdom,Loyal
12128,France,Potential
12129,Switzerland,Champions
12130,United Kingdom,Loyal
12131,Germany,Loyal
12132,United Kingdom,Hibernating
12133,United Kingdom,Hibernating
12134,United Kingdom,Loyal
12135,United Kingdom,Loyal
12136,Germany,New
12137,France,Hibernating
12138,France,Potential
12139,Netherlands,At-Risk
12140,USA,Loyal
12141,United Kingdom,New
12142,Australia,Loyal
12143,United Kingdom,New
12144,France,Hibernating
12145,Switzerland,Loyal
12146,France,Hibernating
12147,United Kingdom,Potential
12148,Spain,New
12149,France,Champions
12150,United Kingdom,New
12151,United Kingdom,Champions
12152,United Kingdom,Hibernating
12153,Spain,Loyal
12154,France,Loyal
12155,United Kingdom,Hibernating
12156,France,Hibernating
12157,Germany,Champions
12158,United Kingdom,Potential
12159,United Kingdom,Hibernating
12160,Germany,Champions
