CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,KMeans_Cluster,Churned,ChurnProb,ChurnRisk
11041,1,31,3389.8,5,5,2,12,Champions,0,0,2.054780142953053e-06,Low
11042,71,21,2853.79,1,2,1,4,Hibernating,1,0,2.054780142953053e-06,Low
11043,44,21,3245.82,2,2,2,6,Hibernating,2,0,2.054780142953053e-06,Low
11044,5,25,5290.29,5,3,5,13,Loyal Customers,0,0,2.054780142953053e-06,Low
11045,39,24,2851.13,2,3,1,6,At-Risk,3,0,2.054780142953053e-06,Low
11046,4,21,3425.11,5,2,2,9,New Customers,3,0,2.054780142953053e-06,Low
11047,81,19,3225.22,1,1,2,4,Hibernating,4,0,2.054780142953053e-06,Low
11048,2,32,5500.9800000000005,5,5,5,15,Champions,5,0,2.054780142953053e-06,Low
11049,12,17,3369.68,4,1,2,7,New Customers,2,0,2.054780142953053e-06,Low
11050,1,23,5213.71,5,2,5,12,New Customers,0,0,2.054780142953053e-06,Low
11051,8,19,2882.56,5,1,1,7,New Customers,3,0,2.054780142953053e-06,Low
11052,42,27,5331.66,2,4,5,11,At-Risk,0,0,2.054780142953053e-06,Low
11053,21,17,4051.42,3,1,3,7,Potential Loyalists,3,0,2.054780142953053e-06,Low
11054,37,22,2914.16,2,2,1,5,Hibernating,3,0,2.054780142953053e-06,Low
11055,36,16,1492.69,2,1,1,4,Hibernating,2,0,2.054780142953053e-06,Low
11056,17,23,4039.32,4,2,3,9,New Customers,3,0,2.054780142953053e-06,Low
11057,43,23,2673.91,2,2,1,5,Hibernating,2,0,2.054780142953053e-06,Low
11058,11,21,2417.03,4,2,1,7,New Customers,3,0,2.054780142953053e-06,Low
11059,8,36,4513.07,5,5,4,14,Champions,5,0,2.054780142953053e-06,Low
11060,20,27,4101.41,3,4,4,11,Loyal Customers,0,0,2.054780142953053e-06,Low
11061,24,30,4445.65,3,5,4,12,Loyal Customers,0,0,2.054780142953053e-06,Low
11062,78,18,3834.25,1,1,3,5,Hibernating,1,0,2.054780142953053e-06,Low
11063,13,31,4444.4,4,5,4,13,Champions,0,0,2.054780142953053e-06,Low
11064,26,17,2352.2,3,1,1,5,Potential Loyalists,2,0,2.054780142953053e-06,Low
11065,11,21,2758.53,4,2,1,7,New Customers,3,0,2.054780142953053e-06,Low
11066,50,13,1987.5,1,1,1,3,Hibernating,2,0,2.054780142953053e-06,Low
11067,4,21,4714.79,5,2,4,11,New Customers,0,0,2.054780142953053e-06,Low
11068,19,28,3945.11,3,4,3,10,Loyal Customers,0,0,2.054780142953053e-06,Low
11069,148,17,2703.33,1,1,1,3,Hibernating,4,1,0.999960475843155,High
11070,1,27,5526.85,5,4,5,14,Champions,0,0,2.054780142953053e-06,Low
11071,30,20,2597.37,2,1,1,4,Hibernating,2,0,2.054780142953053e-06,Low
11072,8,25,3713.72,5,3,3,11,Loyal Customers,3,0,2.054780142953053e-06,Low
11073,55,16,2543.53,1,1,1,3,Hibernating,2,0,2.054780142953053e-06,Low
11074,7,19,2851.18,5,1,1,7,New Customers,3,0,2.054780142953053e-06,Low
11075,40,33,5347.84,2,5,5,12,At-Risk,5,0,2.054780142953053e-06,Low
11076,7,20,2945.12,5,1,2,8,New Customers,3,0,2.054780142953053e-06,Low
11077,3,17,2071.0,5,1,1,7,New Customers,2,0,2.054780142953053e-06,Low
11078,1,26,3496.99,5,4,2,11,Champions,3,0,2.054780142953053e-06,Low
11079,30,24,3198.51,2,3,2,7,At-Risk,3,0,2.054780142953053e-06,Low
11080,28,32,5394.26,3,5,5,13,Loyal Customers,5,0,2.054780142953053e-06,Low
11081,60,21,3682.31,1,2,3,6,Hibernating,1,0,2.054780142953053e-06,Low
11082,2,31,4070.08,5,5,4,14,Champions,0,0,2.054780142953053e-06,Low
11083,3,22,3892.71,5,2,3,10,New Customers,3,0,2.054780142953053e-06,Low
11084,100,19,2762.89,1,1,1,3,Hibernating,4,1,0.999960475843155,High
11085,41,23,3738.65,2,2,3,7,Hibernating,1,0,2.054780142953053e-06,Low
11086,3,26,6426.04,5,4,5,14,Champions,5,0,2.054780142953053e-06,Low
11087,1,29,3744.95,5,5,3,13,Champions,0,0,2.054780142953053e-06,Low
11088,42,18,3185.16,2,1,2,5,Hibernating,2,0,2.054780142953053e-06,Low
11089,14,29,2753.53,4,5,1,10,Champions,3,0,2.054780142953053e-06,Low
11090,68,23,2605.83,1,2,1,4,Hibernating,1,0,2.054780142953053e-06,Low
11091,33,25,3071.76,2,3,2,7,At-Risk,3,0,2.054780142953053e-06,Low
11092,2,27,5053.05,5,4,5,14,Champions,0,0,2.054780142953053e-06,Low
11093,1,23,3323.21,5,2,2,9,New Customers,3,0,2.054780142953053e-06,Low
11094,20,19,2519.07,3,1,1,5,Potential Loyalists,2,0,2.054780142953053e-06,Low
11095,56,17,2048.53,1,1,1,3,Hibernating,2,0,2.054780142953053e-06,Low
11096,33,34,4494.04,2,5,4,11,At-Risk,5,0,2.054780142953053e-06,Low
11097,79,25,3176.04,1,3,2,6,At-Risk,1,0,2.054780142953053e-06,Low
11098,134,22,3554.9700000000003,1,2,3,6,Hibernating,4,1,0.999960475843155,High
11099,17,29,4927.19,4,5,5,14,Champions,0,0,2.054780142953053e-06,Low
11100,27,19,3059.64,3,1,2,6,Potential Loyalists,2,0,2.054780142953053e-06,Low
11101,9,21,3095.44,4,2,2,8,New Customers,3,0,2.054780142953053e-06,Low
11102,16,23,3118.8,4,2,2,8,New Customers,3,0,2.054780142953053e-06,Low
11103,4,25,3711.3,5,3,3,11,Loyal Customers,3,0,2.054780142953053e-06,Low
11104,1,31,4775.07,5,5,4,14,Champions,0,0,2.054780142953053e-06,Low
11105,6,32,3995.97,5,5,3,13,Champions,0,0,2.054780142953053e-06,Low
11106,41,21,2468.11,2,2,1,5,Hibernating,2,0,2.054780142953053e-06,Low
11107,32,30,3962.47,2,5,3,10,At-Risk,0,0,2.054780142953053e-06,Low
11108,2,27,5205.45,5,4,5,14,Champions,0,0,2.054780142953053e-06,Low
11109,9,22,3123.04,4,2,2,8,New Customers,3,0,2.054780142953053e-06,Low
11110,34,22,3229.12,2,2,2,6,Hibernating,3,0,2.054780142953053e-06,Low
11111,8,36,4715.85,5,5,4,14,Champions,5,0,2.054780142953053e-06,Low
11112,30,21,3391.29,2,2,2,6,Hibernating,3,0,2.054780142953053e-06,Low
11113,18,31,3306.07,3,5,2,10,Loyal Customers,0,0,2.054780142953053e-06,Low
11114,4,23,4068.66,5,2,4,11,New Customers,3,0,2.054780142953053e-06,Low
11115,23,22,3278.46,3,2,2,7,Potential Loyalists,3,0,2.054780142953053e-06,Low
11116,30,32,5975.61,2,5,5,12,At-Risk,5,0,2.054780142953053e-06,Low
11117,8,25,3061.77,5,3,2,10,Loyal Customers,3,0,2.054780142953053e-06,Low
11118,38,27,4628.12,2,4,4,10,At-Risk,0,0,2.054780142953053e-06,Low
11119,26,31,4899.03,3,5,5,13,Loyal Customers,5,0,2.054780142953053e-06,Low
11120,81,21,3621.46,1,2,3,6,Hibernating,1,0,2.054780142953053e-06,Low
11121,103,17,3564.59,1,1,3,5,Hibernating,4,1,0.999960475843155,High
11122,30,25,3109.76,2,3,2,7,At-Risk,3,0,2.054780142953053e-06,Low
11123,38,31,5292.21,2,5,5,12,At-Risk,5,0,2.054780142953053e-06,Low
11124,14,22,3193.74,4,2,2,8,New Customers,3,0,2.054780142953053e-06,Low
11125,41,22,4312.85,2,2,4,8,Hibernating,1,0,2.054780142953053e-06,Low
11126,30,28,4563.21,2,4,4,10,At-Risk,0,0,2.054780142953053e-06,Low
11127,39,27,4409.09,2,4,4,10,At-Risk,0,0,2.054780142953053e-06,Low
11128,2,32,6618.32,5,5,5,15,Champions,5,0,2.054780142953053e-06,Low
11129,1,29,4862.65,5,5,5,15,Champions,0,0,2.054780142953053e-06,Low
11130,16,32,5750.4800000000005,4,5,5,14,Champions,5,0,2.054780142953053e-06,Low
11131,89,16,3043.69,1,1,2,4,Hibernating,4,0,2.054780142953053e-06,Low
11132,41,24,4283.84,2,3,4,9,At-Risk,1,0,2.054780142953053e-06,Low
11133,17,24,4267.94,4,3,4,11,Loyal Customers,0,0,2.054780142953053e-06,Low
11134,34,29,3537.23,2,5,3,10,At-Risk,0,0,2.054780142953053e-06,Low
11135,63,24,3199.44,1,3,2,6,At-Risk,1,0,2.054780142953053e-06,Low
11136,6,29,7388.43,5,5,5,15,Champions,5,0,2.054780142953053e-06,Low
11137,11,31,3781.85,4,5,3,12,Champions,0,0,2.054780142953053e-06,Low
11138,18,26,3701.41,3,4,3,10,Loyal Customers,0,0,2.054780142953053e-06,Low
11139,33,21,5173.57,2,2,5,9,Hibernating,0,0,2.054780142953053e-06,Low
11140,2,25,2843.46,5,3,1,9,Loyal Customers,3,0,2.054780142953053e-06,Low
11141,16,22,4182.17,4,2,4,10,New Customers,3,0,2.054780142953053e-06,Low
11142,6,26,4816.41,5,4,5,14,Champions,0,0,2.054780142953053e-06,Low
11143,69,26,5364.17,1,4,5,10,At-Risk,1,0,2.054780142953053e-06,Low
11144,20,21,3096.13,3,2,2,7,Potential Loyalists,3,0,2.054780142953053e-06,Low
11145,25,20,2707.3,3,1,1,5,Potential Loyalists,2,0,2.054780142953053e-06,Low
11146,3,26,3740.83,5,4,3,12,Champions,0,0,2.054780142953053e-06,Low
11147,14,19,3084.35,4,1,2,7,New Customers,3,0,2.054780142953053e-06,Low
11148,18,30,5069.889999999999,3,5,5,13,Loyal Customers,5,0,2.054780142953053e-06,Low
11149,41,23,3736.45,2,2,3,7,Hibernating,1,0,2.054780142953053e-06,Low
11150,46,18,2731.26,2,1,1,4,Hibernating,2,0,2.054780142953053e-06,Low
11151,26,41,6575.45,3,5,5,13,Loyal Customers,5,0,2.054780142953053e-06,Low
11152,34,22,2907.05,2,2,1,5,Hibernating,3,0,2.054780142953053e-06,Low
11153,48,30,3966.7,2,5,3,10,At-Risk,1,0,2.054780142953053e-06,Low
11154,22,27,4917.63,3,4,5,12,Loyal Customers,0,0,2.054780142953053e-06,Low
11155,10,32,6079.49,4,5,5,14,Champions,5,0,2.054780142953053e-06,Low
11156,23,30,5198.68,3,5,5,13,Loyal Customers,5,0,2.054780142953053e-06,Low
11157,10,26,4502.67,4,4,4,12,Champions,0,0,2.054780142953053e-06,Low
11158,5,21,3054.64,5,2,2,9,New Customers,3,0,2.054780142953053e-06,Low
11159,51,27,4719.04,1,4,4,9,At-Risk,1,0,2.054780142953053e-06,Low
11160,77,23,2051.15,1,2,1,4,Hibernating,4,0,2.054780142953053e-06,Low
11161,21,16,1663.3,3,1,1,5,Potential Loyalists,2,0,2.054780142953053e-06,Low
11162,32,22,4253.4,2,2,4,8,Hibernating,3,0,2.054780142953053e-06,Low
11163,33,22,3541.81,2,2,3,7,Hibernating,3,0,2.054780142953053e-06,Low
11164,9,25,4564.54,4,3,4,11,Loyal Customers,0,0,2.054780142953053e-06,Low
11165,17,18,1996.75,4,1,1,6,New Customers,2,0,2.054780142953053e-06,Low
11166,33,25,3794.23,2,3,3,8,At-Risk,0,0,2.054780142953053e-06,Low
11167,60,20,2541.93,1,1,1,3,Hibernating,2,0,2.054780142953053e-06,Low
11168,52,21,3042.2,1,2,2,5,Hibernating,2,0,2.054780142953053e-06,Low
11169,1,29,4237.65,5,5,4,14,Champions,0,0,2.054780142953053e-06,Low
11170,28,27,3627.1,3,4,3,10,Loyal Customers,0,0,2.054780142953053e-06,Low
11171,67,18,1722.17,1,1,1,3,Hibernating,2,0,2.054780142953053e-06,Low
11172,30,28,5944.9800000000005,2,4,5,11,At-Risk,5,0,2.054780142953053e-06,Low
11173,11,23,3889.29,4,2,3,9,New Customers,3,0,2.054780142953053e-06,Low
11174,14,24,3845.96,4,3,3,10,Loyal Customers,3,0,2.054780142953053e-06,Low
11175,20,32,5600.03,3,5,5,13,Loyal Customers,5,0,2.054780142953053e-06,Low
11176,11,21,4843.37,4,2,5,11,New Customers,0,0,2.054780142953053e-06,Low
11177,48,24,4291.55,2,3,4,9,At-Risk,1,0,2.054780142953053e-06,Low
11178,11,24,3616.28,4,3,3,10,Loyal Customers,3,0,2.054780142953053e-06,Low
11179,63,27,3157.4,1,4,2,7,At-Risk,1,0,2.054780142953053e-06,Low
11180,28,17,2966.36,3,1,2,6,Potential Loyalists,2,0,2.054780142953053e-06,Low
11181,21,21,3309.64,3,2,2,7,Potential Loyalists,3,0,2.054780142953053e-06,Low
11182,47,28,5059.76,2,4,5,11,At-Risk,0,0,2.054780142953053e-06,Low
11183,8,35,6400.88,5,5,5,15,Champions,5,0,2.054780142953053e-06,Low
11184,38,26,3424.04,2,4,2,8,At-Risk,1,0,2.054780142953053e-06,Low
11185,21,23,3687.09,3,2,3,8,Potential Loyalists,3,0,2.054780142953053e-06,Low
11186,11,22,3667.43,4,2,3,9,New Customers,3,0,2.054780142953053e-06,Low
11187,33,30,3518.82,2,5,2,9,At-Risk,0,0,2.054780142953053e-06,Low
11188,1,31,5060.93,5,5,5,15,Champions,5,0,2.054780142953053e-06,Low
11189,7,19,3257.48,5,1,2,8,New Customers,3,0,2.054780142953053e-06,Low
11190,31,20,2545.02,2,1,1,4,Hibernating,2,0,2.054780142953053e-06,Low
11191,105,26,3203.05,1,4,2,7,At-Risk,4,1,0.999960475843155,High
11192,1,26,2707.44,5,4,1,10,Champions,3,0,2.054780142953053e-06,Low
11193,37,20,3711.05,2,1,3,6,Hibernating,3,0,2.054780142953053e-06,Low
11194,7,26,4726.85,5,4,4,13,Champions,0,0,2.054780142953053e-06,Low
11195,10,18,2620.56,4,1,1,6,New Customers,2,0,2.054780142953053e-06,Low
11196,7,23,2849.8,5,2,1,8,New Customers,3,0,2.054780142953053e-06,Low
11197,3,34,5564.24,5,5,5,15,Champions,5,0,2.054780142953053e-06,Low
11198,44,24,3918.26,2,3,3,8,At-Risk,1,0,2.054780142953053e-06,Low
11199,21,27,5194.69,3,4,5,12,Loyal Customers,0,0,2.054780142953053e-06,Low
11200,21,21,2932.52,3,2,1,6,Potential Loyalists,3,0,2.054780142953053e-06,Low
11201,30,16,3119.54,2,1,2,5,Hibernating,2,0,2.054780142953053e-06,Low
11202,79,19,3025.86,1,1,2,4,Hibernating,4,0,2.054780142953053e-06,Low
11203,45,21,3105.41,2,2,2,6,Hibernating,2,0,2.054780142953053e-06,Low
11204,4,17,2979.47,5,1,2,8,New Customers,2,0,2.054780142953053e-06,Low
11205,42,21,3767.26,2,2,3,7,Hibernating,1,0,2.054780142953053e-06,Low
11206,7,37,6675.71,5,5,5,15,Champions,5,0,2.054780142953053e-06,Low
11207,17,22,4072.56,4,2,4,10,New Customers,3,0,2.054780142953053e-06,Low
11208,42,25,3811.01,2,3,3,8,At-Risk,1,0,2.054780142953053e-06,Low
11209,12,14,1968.98,4,1,1,6,New Customers,2,0,2.054780142953053e-06,Low
11210,56,18,2353.81,1,1,1,3,Hibernating,2,0,2.054780142953053e-06,Low
11211,19,19,5218.71,3,1,5,9,Potential Loyalists,0,0,2.054780142953053e-06,Low
11212,22,16,2542.94,3,1,1,5,Potential Loyalists,2,0,2.054780142953053e-06,Low
11213,6,24,2818.48,5,3,1,9,Loyal Customers,3,0,2.054780142953053e-06,Low
11214,2,24,3294.57,5,3,2,10,Loyal Customers,3,0,2.054780142953053e-06,Low
11215,33,25,4027.51,2,3,3,8,At-Risk,0,0,2.054780142953053e-06,Low
11216,8,23,6005.39,5,2,5,12,New Customers,0,0,2.054780142953053e-06,Low
11217,1,29,5136.45,5,5,5,15,Champions,0,0,2.054780142953053e-06,Low
11218,3,21,2992.64,5,2,2,9,New Customers,3,0,2.054780142953053e-06,Low
11219,38,22,3874.02,2,2,3,7,Hibernating,3,0,2.054780142953053e-06,Low
11220,92,16,3376.5,1,1,2,4,Hibernating,4,1,0.999960475843155,High
11221,27,25,4312.73,3,3,4,10,Loyal Customers,0,0,2.054780142953053e-06,Low
11222,67,18,2294.5,1,1,1,3,Hibernating,2,0,2.054780142953053e-06,Low
11223,29,29,5391.14,3,5,5,13,Loyal Customers,5,0,2.054780142953053e-06,Low
11224,26,22,2884.56,3,2,1,6,Potential Loyalists,3,0,2.054780142953053e-06,Low
11225,12,37,4752.92,4,5,4,13,Champions,5,0,2.054780142953053e-06,Low
11226,12,23,3849.44,4,2,3,9,New Customers,3,0,2.054780142953053e-06,Low
11227,24,29,4022.55,3,5,3,11,Loyal Customers,0,0,2.054780142953053e-06,Low
11228,30,27,4040.31,2,4,3,9,At-Risk,0,0,2.054780142953053e-06,Low
11229,1,26,2857.9,5,4,1,10,Champions,3,0,2.054780142953053e-06,Low
11230,1,34,5024.65,5,5,5,15,Champions,5,0,2.054780142953053e-06,Low
11231,85,15,2338.06,1,1,1,3,Hibernating,4,0,2.054780142953053e-06,Low
11232,25,23,3515.49,3,2,2,7,Potential Loyalists,3,0,2.054780142953053e-06,Low
11233,16,28,5243.25,4,4,5,13,Champions,0,0,2.054780142953053e-06,Low
11234,7,22,3222.8,5,2,2,9,New Customers,3,0,2.054780142953053e-06,Low
11235,25,23,3018.48,3,3,2,8,Loyal Customers,3,0,2.054780142953053e-06,Low
11236,17,24,3703.52,4,3,3,10,Loyal Customers,3,0,2.054780142953053e-06,Low
11237,18,21,3666.43,3,2,3,8,Potential Loyalists,3,0,2.054780142953053e-06,Low
11238,30,31,4153.88,2,5,4,11,At-Risk,0,0,2.054780142953053e-06,Low
11239,25,18,2827.07,3,1,1,5,Potential Loyalists,2,0,2.054780142953053e-06,Low
11240,3,24,3619.3,5,3,3,11,Loyal Customers,3,0,2.054780142953053e-06,Low
11241,5,22,4282.860000000001,5,2,4,11,New Customers,3,0,2.054780142953053e-06,Low
11242,89,14,2610.59,1,1,1,3,Hibernating,4,0,2.054780142953053e-06,Low
11243,8,21,4231.56,5,2,4,11,New Customers,3,0,2.054780142953053e-06,Low
11244,34,26,4406.21,2,4,4,10,At-Risk,0,0,2.054780142953053e-06,Low
11245,49,14,1401.95,2,1,1,4,Hibernating,2,0,2.054780142953053e-06,Low
11246,27,20,2804.31,3,1,1,5,Potential Loyalists,2,0,2.054780142953053e-06,Low
11247,2,18,3804.98,5,1,3,9,New Customers,3,0,2.054780142953053e-06,Low
11248,4,25,3738.49,5,3,3,11,Loyal Customers,3,0,2.054780142953053e-06,Low
11249,83,28,3875.93,1,4,3,8,At-Risk,1,0,2.054780142953053e-06,Low
11250,45,29,5506.66,2,5,5,12,At-Risk,5,0,2.054780142953053e-06,Low
11251,59,19,3443.84,1,1,2,4,Hibernating,2,0,2.054780142953053e-06,Low
11252,11,23,3594.71,4,3,3,10,Loyal Customers,3,0,2.054780142953053e-06,Low
11253,135,25,3842.36,1,3,3,7,At-Risk,4,1,0.999960475843155,High
11254,53,20,4642.07,1,1,4,6,Hibernating,1,0,2.054780142953053e-06,Low
11255,50,25,4154.98,1,3,4,8,At-Risk,1,0,2.054780142953053e-06,Low
11256,18,29,6453.55,3,5,5,13,Loyal Customers,5,0,2.054780142953053e-06,Low
11257,8,26,2771.15,5,4,1,10,Champions,3,0,2.054780142953053e-06,Low
11258,18,21,3064.36,3,2,2,7,Potential Loyalists,3,0,2.054780142953053e-06,Low
11259,87,31,4546.650000000001,1,5,4,10,At-Risk,1,0,2.054780142953053e-06,Low
11260,128,21,3449.93,1,2,2,5,Hibernating,4,1,0.999960475843155,High
11261,17,19,2503.64,4,1,1,6,New Customers,2,0,2.054780142953053e-06,Low
11262,10,34,6509.96,4,5,5,14,Champions,5,0,2.054780142953053e-06,Low
11263,82,29,6423.81,1,5,5,11,At-Risk,5,0,2.054780142953053e-06,Low
11264,8,34,4514.9800000000005,5,5,4,14,Champions,5,0,2.054780142953053e-06,Low
11265,36,28,6056.24,2,4,5,11,At-Risk,5,0,2.054780142953053e-06,Low
11266,11,25,3389.95,4,3,2,9,Loyal Customers,3,0,2.054780142953053e-06,Low
11267,65,26,5442.99,1,4,5,10,At-Risk,1,0,2.054780142953053e-06,Low
11268,11,20,2977.74,4,1,2,7,New Customers,3,0,2.054780142953053e-06,Low
11269,13,33,4343.67,4,5,4,13,Champions,5,0,2.054780142953053e-06,Low
11270,82,22,3102.16,1,2,2,5,Hibernating,1,0,2.054780142953053e-06,Low
11271,2,24,4513.84,5,3,4,12,Loyal Customers,0,0,2.054780142953053e-06,Low
11272,12,18,3083.21,4,1,2,7,New Customers,2,0,2.054780142953053e-06,Low
11273,42,28,3872.83,2,4,3,9,At-Risk,1,0,2.054780142953053e-06,Low
11274,29,24,4441.81,3,3,4,10,Loyal Customers,0,0,2.054780142953053e-06,Low
11275,18,20,2568.03,3,1,1,5,Potential Loyalists,2,0,2.054780142953053e-06,Low
11276,13,18,3392.54,4,1,2,7,New Customers,3,0,2.054780142953053e-06,Low
11277,51,22,3765.51,1,2,3,6,Hibernating,1,0,2.054780142953053e-06,Low
11278,5,25,3725.05,5,3,3,11,Loyal Customers,3,0,2.054780142953053e-06,Low
11279,63,26,4158.3,1,4,4,9,At-Risk,1,0,2.054780142953053e-06,Low
11280,51,24,3590.16,1,3,3,7,At-Risk,1,0,2.054780142953053e-06,Low
11281,1,23,4837.54,5,3,5,13,Loyal Customers,0,0,2.054780142953053e-06,Low
11282,7,27,5143.16,5,4,5,14,Champions,0,0,2.054780142953053e-06,Low
11283,3,33,5723.139999999999,5,5,5,15,Champions,5,0,2.054780142953053e-06,Low
11284,42,33,4699.900000000001,2,5,4,11,At-Risk,5,0,2.054780142953053e-06,Low
11285,27,19,4101.3,3,1,4,8,Potential Loyalists,3,0,2.054780142953053e-06,Low
11286,10,28,4707.94,4,4,4,12,Champions,0,0,2.054780142953053e-06,Low
11287,93,19,3693.24,1,1,3,5,Hibernating,4,1,0.999960475843155,High
11288,15,35,5323.56,4,5,5,14,Champions,5,0,2.054780142953053e-06,Low
11289,29,35,5348.21,3,5,5,13,Loyal Customers,5,0,2.054780142953053e-06,Low
11290,72,25,2788.6800000000003,1,3,1,5,At-Risk,1,0,2.054780142953053e-06,Low
11291,7,24,2520.36,5,3,1,9,Loyal Customers,3,0,2.054780142953053e-06,Low
11292,20,19,3195.03,3,1,2,6,Potential Loyalists,3,0,2.054780142953053e-06,Low
11293,2,33,5110.82,5,5,5,15,Champions,5,0,2.054780142953053e-06,Low
11294,4,22,3595.98,5,2,3,10,New Customers,3,0,2.054780142953053e-06,Low
11295,30,17,3469.46,2,1,2,5,Hibernating,2,0,2.054780142953053e-06,Low
11296,5,33,7148.9800000000005,5,5,5,15,Champions,5,0,2.054780142953053e-06,Low
11297,4,27,5161.07,5,4,5,14,Champions,0,0,2.054780142953053e-06,Low
11298,11,30,6371.56,4,5,5,14,Champions,5,0,2.054780142953053e-06,Low
11299,16,26,3641.4,4,4,3,11,Champions,0,0,2.054780142953053e-06,Low
11300,3,28,4686.5,5,4,4,13,Champions,0,0,2.054780142953053e-06,Low
11301,28,22,3200.49,3,2,2,7,Potential Loyalists,3,0,2.054780142953053e-06,Low
11302,11,27,4026.98,4,4,3,11,Champions,0,0,2.054780142953053e-06,Low
11303,30,20,2694.05,2,1,1,4,Hibernating,2,0,2.054780142953053e-06,Low
11304,20,23,3333.75,3,3,2,8,Loyal Customers,3,0,2.054780142953053e-06,Low
11305,22,24,4209.12,3,3,4,10,Loyal Customers,0,0,2.054780142953053e-06,Low
11306,20,36,6842.75,3,5,5,13,Loyal Customers,5,0,2.054780142953053e-06,Low
11307,11,25,5908.55,4,3,5,12,Loyal Customers,0,0,2.054780142953053e-06,Low
11308,31,29,4347.44,2,5,4,11,At-Risk,0,0,2.054780142953053e-06,Low
11309,13,18,3778.05,4,1,3,8,New Customers,3,0,2.054780142953053e-06,Low
11310,23,28,6850.25,3,4,5,12,Loyal Customers,5,0,2.054780142953053e-06,Low
11311,17,22,3779.09,4,2,3,9,New Customers,3,0,2.054780142953053e-06,Low
11312,3,20,2991.4,5,1,2,8,New Customers,3,0,2.054780142953053e-06,Low
11313,3,21,2241.57,5,2,1,8,New Customers,3,0,2.054780142953053e-06,Low
11314,4,25,5060.88,5,3,5,13,Loyal Customers,0,0,2.054780142953053e-06,Low
11315,21,19,2439.35,3,1,1,5,Potential Loyalists,2,0,2.054780142953053e-06,Low
11316,75,23,3935.41,1,3,3,7,At-Risk,1,0,2.054780142953053e-06,Low
11317,2,23,3835.75,5,3,3,11,Loyal Customers,3,0,2.054780142953053e-06,Low
11318,1,21,2014.11,5,2,1,8,New Customers,3,0,2.054780142953053e-06,Low
11319,52,22,3198.47,1,2,2,5,Hibernating,1,0,2.054780142953053e-06,Low
11320,3,22,2762.7000000000003,5,2,1,8,New Customers,3,0,2.054780142953053e-06,Low
11321,66,20,2726.11,1,1,1,3,Hibernating,2,0,2.054780142953053e-06,Low
11322,7,27,3145.21,5,4,2,11,Champions,3,0,2.054780142953053e-06,Low
11323,55,23,3417.4,1,3,2,6,At-Risk,1,0,2.054780142953053e-06,Low
11324,54,25,3867.04,1,3,3,7,At-Risk,1,0,2.054780142953053e-06,Low
11325,79,27,4479.11,1,4,4,9,At-Risk,1,0,2.054780142953053e-06,Low
11326,36,26,3917.78,2,4,3,9,At-Risk,0,0,2.054780142953053e-06,Low
11327,113,27,4198.64,1,4,4,9,At-Risk,4,1,0.999960475843155,High
11328,5,25,4475.61,5,3,4,12,Loyal Customers,0,0,2.054780142953053e-06,Low
11329,4,25,2622.95,5,3,1,9,Loyal Customers,3,0,2.054780142953053e-06,Low
11330,27,27,3475.77,3,4,2,9,Loyal Customers,0,0,2.054780142953053e-06,Low
11331,40,19,2266.58,2,1,1,4,Hibernating,2,0,2.054780142953053e-06,Low
11332,120,20,2593.59,1,1,1,3,Hibernating,4,1,0.999960475843155,High
11333,98,17,2446.63,1,1,1,3,Hibernating,4,1,0.999960475843155,High
11334,123,21,4769.13,1,2,4,7,Hibernating,4,1,0.999960475843155,High
11335,34,25,5450.72,2,3,5,10,At-Risk,0,0,2.054780142953053e-06,Low
11336,17,23,3809.59,4,3,3,10,Loyal Customers,3,0,2.054780142953053e-06,Low
11337,13,24,4547.75,4,3,4,11,Loyal Customers,0,0,2.054780142953053e-06,Low
11338,10,21,2721.74,4,2,1,7,New Customers,3,0,2.054780142953053e-06,Low
11339,60,24,4052.11,1,3,3,7,At-Risk,1,0,2.054780142953053e-06,Low
11340,52,24,3983.64,1,3,3,7,At-Risk,1,0,2.054780142953053e-06,Low
11341,15,33,4710.38,4,5,4,13,Champions,5,0,2.054780142953053e-06,Low
11342,19,19,3210.62,3,1,2,6,Potential Loyalists,3,0,2.054780142953053e-06,Low
11343,26,30,4085.24,3,5,4,12,Loyal Customers,0,0,2.054780142953053e-06,Low
11344,17,28,3491.54,4,4,2,10,Champions,0,0,2.054780142953053e-06,Low
11345,85,17,2575.09,1,1,1,3,Hibernating,4,0,2.054780142953053e-06,Low
11346,5,25,4184.54,5,3,4,12,Loyal Customers,0,0,2.054780142953053e-06,Low
11347,5,17,1898.16,5,1,1,7,New Customers,2,0,2.054780142953053e-06,Low
11348,78,29,3984.12,1,5,3,9,At-Risk,1,0,2.054780142953053e-06,Low
11349,3,25,4857.6,5,3,5,13,Loyal Customers,0,0,2.054780142953053e-06,Low
11350,75,22,2364.21,1,2,1,4,Hibernating,4,0,2.054780142953053e-06,Low
11351,35,31,5380.49,2,5,5,12,At-Risk,5,0,2.054780142953053e-06,Low
11352,12,24,3295.94,4,3,2,9,Loyal Customers,3,0,2.054780142953053e-06,Low
11353,6,20,3066.41,5,1,2,8,New Customers,3,0,2.054780142953053e-06,Low
11354,16,29,4405.91,4,5,4,13,Champions,0,0,2.054780142953053e-06,Low
11355,19,19,3715.15,3,1,3,7,Potential Loyalists,3,0,2.054780142953053e-06,Low
